"Kestrel, Nankeen",,,,,,,,,,,,,,,,,,,,1,1,,,,,1,2,,,,,1,5,,,,,1,8,,,,,1,10,,,,
Date,DayNumber,SolarDayNumber,Strike,DayofYearSin,DayofYearCos,Prev5DaysRain,Rain,Temperature,AirfieldHarassments,Species,ProximityCount,DayProximityNormalised,ProximityLikelihood,SolarDayProximityLikelihood,SolarDayProximityNormalisedLikelihood,AllCount,AllHarassed,AllObserved,AllHarassments,1_Proximity,1_Count,1_Harassed,1_Observed,1_SpeciesHarassments,1_Harassments,2_Proximity,2_Count,2_Harassed,2_Observed,2_SpeciesHarassments,2_Harassments,5_Proximity,5_Count,5_Harassed,5_Observed,5_SpeciesHarassments,5_Harassments,8_Proximity,8_Count,8_Harassed,8_Observed,8_SpeciesHarassments,8_Harassments,10_Proximity,10_Count,10_Harassed,10_Observed,10_SpeciesHarassments,10_Harassments
18/12/2018,597,47,0,0.723644038,0.690173388,18.2,4,24,0,"Kestrel, Nankeen",0.2,0.026809651,1.650683236,2.038432119,0.268535513,1,0,1,1,1,0,0,0,0,13,2,0,0,0,0,0,5,1,0,1,0,0,8,0,0,0,0,0,10,0,0,0,0,0
19/12/2018,598,48,0,0.735417023,0.677614789,20.2,2,26.4,0,"Kestrel, Nankeen",0,0,1.659521683,2.047090982,0.268656545,0,0,0,0,1,0,0,0,0,4,2,0,0,0,0,0,5,0,0,0,0,0,8,0,0,0,0,0,10,0,0,0,0,0
20/12/2018,599,49,0,0.746972088,0.664855398,18.2,0,28.15,0,"Kestrel, Nankeen",0,0,1.668811019,2.057907334,0.268844661,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,5,0,0,0,0,0,8,0,0,0,0,1,10,0,0,0,0,0
21/12/2018,600,50,0,0.758305808,0.651898996,15.4,0,29.3,0,"Kestrel, Nankeen",0,0,1.678569853,2.07133224,0.269139354,0,0,0,0,1,0,0,0,0,7,2,0,0,0,0,0,5,0,0,0,0,0,8,0,0,0,0,0,10,0,0,0,0,0
22/12/2018,601,51,0,0.769414827,0.638749422,6,0,29.45,0,"Kestrel, Nankeen",0,0,1.688817295,2.087869331,0.269600502,0,0,0,0,1,0,0,0,0,4,2,0,0,0,0,1,5,0,0,0,0,0,8,0,0,0,0,0,10,0,0,0,0,0
23/12/2018,602,52,0,0.780295851,0.625410573,2,0,24.25,0,"Kestrel, Nankeen",0,0,1.699572955,2.108064742,0.270316373,0,0,0,0,1,0,0,0,0,3,2,0,0,0,0,0,5,0,0,0,0,0,8,0,0,0,0,0,10,0,0,0,0,0
24/12/2018,603,53,0,0.790945657,0.611886401,0,0,23.4,0,"Kestrel, Nankeen",0,0,1.710856932,2.132489719,0.271413076,0,0,0,0,1,0,0,0,0,2,2,0,0,0,0,1,5,0,0,0,0,0,8,0,0,0,0,0,10,0,0,0,0,0
25/12/2018,604,54,0,0.801361088,0.598180914,0,0,19,0,"Kestrel, Nankeen",1,0.134048257,1.722689819,2.161714561,0.273064508,1,0,1,0,1,1,0,1,0,11,2,0,0,0,0,0,5,0,0,0,0,0,8,0,0,0,0,0,10,0,0,0,0,0
26/12/2018,605,55,0,0.811539059,0.584298174,0,0,21,0,"Kestrel, Nankeen",0.5,0.067024129,1.735092689,2.196272963,0.275500965,1,0,1,0,1,0,0,0,0,10,2,1,0,1,0,0,5,0,0,0,0,0,8,0,0,0,0,0,10,0,0,0,0,0
27/12/2018,606,56,0,0.821476553,0.570242293,0,0,24,0,"Kestrel, Nankeen",0,0,1.748087091,2.236616612,0.279013432,0,0,0,0,1,0,0,0,0,7,2,0,0,0,0,0,5,0,0,0,0,0,8,0,0,0,0,0,10,0,0,0,0,0
28/12/2018,607,57,0,0.831170626,0.556017437,0,0,22,0,"Kestrel, Nankeen",0.5,0.067024129,1.76169504,2.283060955,0.283949408,1,0,1,0,1,0,0,0,0,4,2,1,0,1,0,0,5,0,0,0,0,0,8,0,0,0,0,0,10,0,0,0,0,0
29/12/2018,608,58,0,0.840618406,0.541627821,0,0,24.95,0,"Kestrel, Nankeen",0,0,1.775939008,2.335724471,0.290695375,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,1,5,0,0,0,0,2,8,0,0,0,0,0,10,0,0,0,0,0
30/12/2018,609,59,0,0.849817092,0.527077709,0,0,26.6,0,"Kestrel, Nankeen",0,0,1.79084191,2.394465398,0.299641274,0,0,0,0,1,0,0,0,0,6,2,0,0,0,0,4,5,0,0,0,0,0,8,0,0,0,0,0,10,0,0,0,0,0
31/12/2018,610,60,0,0.858763958,0.512371412,0,0,25.95,0,"Kestrel, Nankeen",0,0,1.806427093,2.458821556,0.311124147,0,0,0,0,1,0,0,0,0,5,2,0,0,0,0,1,5,0,0,0,0,0,8,0,0,0,0,0,10,0,0,0,0,0
1/01/2019,611,61,0,0.867456355,0.497513289,0,0,25,0,"Kestrel, Nankeen",0.5,0.067024129,1.822718316,2.527960339,0.325352079,1,0,1,0,1,0,0,0,0,8,2,1,0,1,0,2,5,0,0,0,0,1,8,0,0,0,0,0,10,0,0,0,0,0
2/01/2019,612,62,0,0.875891705,0.482507742,0,0,26.05,0,"Kestrel, Nankeen",0,0,1.839739741,2.600646944,0.342315488,0,0,0,0,1,0,0,0,0,16,2,0,0,0,0,4,5,0,0,0,0,0,8,0,0,0,0,0,10,0,0,0,0,0
3/01/2019,613,63,0,0.88406751,0.467359217,0,0,25.1,0,"Kestrel, Nankeen",0,0,1.857515907,2.675238952,0.36169994,0,0,0,0,1,0,0,0,0,19,2,0,0,0,0,3,5,0,0,0,0,2,8,0,0,0,0,0,10,0,0,0,0,0
4/01/2019,614,64,0,0.891981346,0.452072204,0.6,0.6,26.3,1,"Kestrel, Nankeen",1,0.134048257,1.876071715,2.749714392,0.382821044,0,1,1,1,1,0,1,1,1,18,2,0,0,0,0,2,5,0,0,0,0,0,8,0,0,0,0,0,10,0,0,0,0,0
5/01/2019,615,65,0,0.89963087,0.436651232,1.6,1,26,1,"Kestrel, Nankeen",3,0.402144772,1.895432403,2.82173805,0.404605014,2,1,3,1,1,2,1,3,1,12,2,0,0,0,0,0,5,0,0,0,0,0,8,0,0,0,0,1,10,0,0,0,0,0
6/01/2019,616,66,0,0.907013813,0.421100871,1.6,0,27.65,1,"Kestrel, Nankeen",2,0.268096515,1.915623522,2.888767181,0.425635598,0,2,2,1,1,0,2,2,1,14,2,0,0,0,0,1,5,0,0,0,0,0,8,0,0,0,0,1,10,0,0,0,0,0
7/01/2019,617,67,0,0.914127988,0.405425728,2.2,0.6,27,0,"Kestrel, Nankeen",0,0,1.936670915,2.948193152,0.444277675,0,0,0,0,1,0,0,0,0,8,2,0,0,0,0,0,5,0,0,0,0,3,8,0,0,0,0,0,10,0,0,0,0,0
8/01/2019,618,68,0,0.920971288,0.38963045,2.6,0.4,26.2,0,"Kestrel, Nankeen",0,0,1.958600681,2.997510385,0.458870818,0,0,0,0,1,0,0,0,0,18,2,0,0,0,0,1,5,0,0,0,0,0,8,0,0,0,0,0,10,0,0,0,0,0
9/01/2019,619,69,0,0.927541684,0.373719715,2.2,0.2,26.35,0,"Kestrel, Nankeen",0,0,1.981439154,3.034499127,0.467966004,0,0,0,0,1,0,0,0,0,19,2,0,0,0,0,2,5,0,0,0,0,0,8,0,0,0,0,0,10,0,0,0,0,0
10/01/2019,620,70,0,0.933837229,0.357698239,1.2,0,27.7,0,"Kestrel, Nankeen",0,0,2.005212866,3.057404703,0.470561518,0,0,0,0,1,0,0,0,0,5,2,0,0,0,0,2,5,0,0,0,0,2,8,0,0,0,0,0,10,0,0,0,0,0
11/01/2019,621,71,0,0.939856058,0.341570769,2.2,1,25,0,"Kestrel, Nankeen",1,0.134048257,2.029948513,3.065094092,0.466286381,1,0,1,0,1,1,0,1,0,6,2,0,0,0,0,1,5,0,0,0,0,1,8,0,0,0,0,0,10,0,0,0,0,0
12/01/2019,622,72,0,0.945596387,0.325342085,1.6,0,23,0,"Kestrel, Nankeen",1,0.134048257,2.055672925,3.057171237,0.455485816,1,0,1,0,1,1,0,1,0,8,2,0,0,0,0,1,5,0,0,0,0,0,8,0,0,0,0,0,10,0,0,0,0,0
13/01/2019,623,73,0,0.951056516,0.309016994,1.2,0,26.45,1,"Kestrel, Nankeen",1,0.134048257,2.082413022,3.034035882,0.439183554,0,2,2,1,1,0,0,0,1,19,2,0,2,2,0,2,5,0,0,0,0,2,8,0,0,0,0,0,10,0,0,0,0,0
14/01/2019,624,74,0,0.956234827,0.292600336,1,0,26.55,0,"Kestrel, Nankeen",0,0,2.11019578,2.996876578,0.41892509,0,0,0,0,1,0,0,0,0,18,2,0,0,0,0,0,5,0,0,0,0,0,8,0,0,0,0,0,10,0,0,0,0,0
15/01/2019,625,75,1,0.961129784,0.276096973,1,0,26.65,0,"Kestrel, Nankeen",0,0,2.139048184,2.947596166,0.39653559,0,0,0,0,1,0,0,0,0,11,2,0,0,0,0,0,5,0,0,0,0,0,8,0,0,0,0,0,10,0,0,0,0,0
16/01/2019,626,76,0,0.965739938,0.259511797,0,0,26,0,"Kestrel, Nankeen",1,0.134048257,2.168997188,2.88867626,0.373846482,1,0,1,0,1,1,0,1,0,14,2,0,0,0,0,2,5,0,0,0,0,0,8,0,0,0,0,0,10,0,0,0,0,0
17/01/2019,627,77,0,0.970063922,0.242849722,0,0,28.35,0,"Kestrel, Nankeen",0,0,2.200069668,2.82299492,0.352449391,0,0,0,0,1,0,0,0,0,12,2,0,0,0,0,2,5,0,0,0,0,1,8,0,0,0,0,0,10,0,0,0,0,0
18/01/2019,628,78,0,0.974100455,0.226115686,0,0,26.85,0,"Kestrel, Nankeen",0,0,2.232292377,2.753617344,0.333524278,0,0,0,0,1,0,0,0,0,9,2,0,0,0,0,1,5,0,0,0,0,0,8,0,0,0,0,0,10,0,0,0,0,0
19/01/2019,629,79,0,0.977848342,0.209314646,0,0,27.3,0,"Kestrel, Nankeen",0,0,2.26569189,2.683582292,0.317765236,0,0,0,0,1,0,0,0,0,13,2,0,0,0,0,1,5,0,0,0,0,0,8,0,0,0,0,0,10,0,0,0,0,0
20/01/2019,630,80,0,0.98130647,0.192451582,0,0,27.5,0,"Kestrel, Nankeen",0,0,2.300294557,2.615706471,0.30540088,0,0,0,0,1,0,0,0,0,9,2,0,0,0,0,0,5,0,0,0,0,0,8,0,0,0,0,0,10,0,0,0,0,1
21/01/2019,631,81,0,0.984473817,0.17553149,0,0,26,0,"Kestrel, Nankeen",1.5,0.201072386,2.336126449,2.552425611,0.29628514,3,0,3,0,1,0,0,0,0,20,2,3,0,3,0,1,5,0,0,0,0,0,8,0,0,0,0,0,10,0,0,0,0,1
22/01/2019,632,82,0,0.987349442,0.158559385,0,0,27.3,0,"Kestrel, Nankeen",0,0,2.3732133,2.495684995,0.290023711,0,0,0,0,1,0,0,0,0,8,2,0,0,0,0,1,5,0,0,0,0,0,8,0,0,0,0,0,10,0,0,0,0,0
23/01/2019,633,83,0,0.989932495,0.141540295,0,0,28.5,0,"Kestrel, Nankeen",0,0,2.411580455,2.446885062,0.286102361,0,0,0,0,1,0,0,0,0,6,2,0,0,0,0,0,5,0,0,0,0,0,8,0,0,0,0,0,10,0,0,0,0,0
24/01/2019,634,84,0,0.992222209,0.124479264,0,0,26,0,"Kestrel, Nankeen",0.5,0.067024129,2.451252803,2.40688043,0.283992516,1,0,1,0,1,0,0,0,0,6,2,1,0,1,0,0,5,0,0,0,0,0,8,0,0,0,0,0,10,0,0,0,0,0
25/01/2019,635,85,0,0.994217907,0.107381347,0,0,29.2,2,"Kestrel, Nankeen",3,0.402144772,2.492254728,2.37602459,0.283222267,0,3,3,2,1,0,3,3,2,6,2,0,0,0,0,0,5,0,0,0,0,1,8,0,0,0,0,0,10,0,0,0,0,0
26/01/2019,636,86,0,0.995918996,0.09025161,0.6,0.6,28.6,0,"Kestrel, Nankeen",0,0,2.534610034,2.354248312,0.283412343,0,0,0,0,1,0,0,0,0,4,2,0,0,0,0,0,5,0,0,0,0,0,8,0,0,0,0,0,10,0,0,0,0,0
27/01/2019,637,87,0,0.997324973,0.07309513,0.6,0,28,1,"Kestrel, Nankeen",1,0.134048257,2.578341893,2.341157872,0.284284192,0,1,1,1,1,0,1,1,1,11,2,0,0,0,0,1,5,0,0,0,0,0,8,0,0,0,0,0,10,0,0,0,0,0
28/01/2019,638,88,0,0.998435421,0.05591699,0.6,0,28.05,0,"Kestrel, Nankeen",0,0,2.623472772,2.336139503,0.28565021,0,0,0,0,1,0,0,0,0,7,2,0,0,0,0,0,5,0,0,0,0,0,8,0,0,0,0,0,10,0,0,0,0,0
29/01/2019,639,89,0,0.999250011,0.038722281,0.6,0,27.75,0,"Kestrel, Nankeen",0,0,2.67002437,2.338458499,0.287395632,0,0,0,0,1,0,0,0,0,13,2,0,0,0,0,1,5,0,0,0,0,1,8,0,0,0,0,0,10,0,0,0,0,0
30/01/2019,640,90,0,0.999768502,0.021516097,0.6,0,27,0,"Kestrel, Nankeen",0.5,0.067024129,2.718017549,2.347344561,0.289458985,1,0,1,0,1,0,0,0,0,9,2,1,0,1,0,0,5,0,0,0,0,0,8,0,0,0,0,0,10,0,0,0,0,0
31/01/2019,641,91,0,0.99999074,0.004303538,0.8,0.8,28.2,0,"Kestrel, Nankeen",0,0,2.767472268,2.362058504,0.291815108,0,0,0,0,1,0,0,0,0,7,2,0,0,0,0,0,5,0,0,0,0,0,8,0,0,0,0,0,10,0,0,0,0,0
1/02/2019,642,92,0,0.999916659,-0.012910296,0.8,0,25,0,"Kestrel, Nankeen",0.5,0.067024129,2.818407511,2.38193877,0.294462238,1,0,1,0,1,0,0,0,0,0,2,1,0,1,0,1,5,0,0,0,0,0,8,0,0,0,0,0,10,0,0,0,0,0
2/02/2019,643,93,0,0.999546281,-0.030120305,2,1.2,27.55,0,"Kestrel, Nankeen",0,0,2.870841216,2.406428834,0.297413155,0,0,0,0,1,0,0,0,0,6,2,0,0,0,0,1,5,0,0,0,0,0,8,0,0,0,0,0,10,0,0,0,0,0
3/02/2019,644,94,0,0.998879716,-0.047321388,5.2,3.2,26.45,3,"Kestrel, Nankeen",4,0.536193029,2.924790204,2.4350884,0.300689583,0,4,4,3,1,0,4,4,3,8,2,0,0,0,0,1,5,0,0,0,0,0,8,0,0,0,0,0,10,0,0,0,0,0
4/02/2019,645,95,0,0.997917161,-0.064508449,19.2,14,26.2,0,"Kestrel, Nankeen",0,0,2.980270109,2.467592174,0.304318893,0,0,0,0,1,0,0,0,0,8,2,0,0,0,0,0,5,0,0,0,0,0,8,0,0,0,0,0,10,0,0,0,0,0
5/02/2019,646,96,0,0.996658902,-0.081676395,23.4,5,27.2,2,"Kestrel, Nankeen",2,0.268096515,3.037295306,2.503720163,0.308332269,0,2,2,2,1,0,2,2,2,10,2,0,0,0,0,0,5,0,0,0,0,0,8,0,0,0,0,0,10,0,0,0,0,0
6/02/2019,647,97,1,0.995105311,-0.098820139,51.4,28,25.9,2,"Kestrel, Nankeen",3,0.402144772,3.095878834,2.54334305,0.312763707,0,3,3,2,1,0,3,3,2,7,2,0,0,0,0,0,5,0,0,0,0,0,8,0,0,0,0,0,10,0,0,0,0,0
7/02/2019,648,98,0,0.993256849,-0.1159346,56.4,6.2,26.15,0,"Kestrel, Nankeen",0,0,3.156032328,2.58640549,0.317649444,0,0,0,0,1,0,0,0,0,15,2,0,0,0,0,0,5,0,0,0,0,0,8,0,0,0,0,1,10,0,0,0,0,0
8/02/2019,649,99,0,0.991114064,-0.133014707,56.2,3,26.6,2,"Kestrel, Nankeen",2,0.268096515,3.217765945,2.632909397,0.32302758,0,2,2,2,1,0,2,2,2,12,2,0,0,0,0,1,5,0,0,0,0,0,8,0,0,0,0,0,10,0,0,0,0,0
9/02/2019,650,100,0,0.98867759,-0.150055398,42.2,0,27.45,0,"Kestrel, Nankeen",0,0,3.281088292,2.682898471,0.328937739,0,0,0,0,1,0,0,0,0,3,2,0,0,0,0,0,5,0,0,0,0,0,8,0,0,0,0,0,10,0,0,0,0,0
10/02/2019,651,101,0,0.98594815,-0.167051626,37.2,0,27.65,0,"Kestrel, Nankeen",0,0,3.346006353,2.736444652,0.335420712,0,0,0,0,1,0,0,0,0,2,2,0,0,0,0,0,5,0,0,0,0,0,8,0,0,0,0,0,10,0,0,0,0,0
11/02/2019,652,102,0,0.982926552,-0.183998352,9.2,0,27.55,0,"Kestrel, Nankeen",0,0,3.412525418,2.793636654,0.342518022,0,0,0,0,1,0,0,0,0,2,2,0,0,0,0,0,5,0,0,0,0,0,8,0,0,0,0,0,10,0,0,0,0,0
12/02/2019,653,103,0,0.979613692,-0.200890555,3,0,29.4,1,"Kestrel, Nankeen",1,0.134048257,3.480649017,2.854570495,0.350271412,0,1,1,1,1,0,1,1,1,7,2,0,0,0,0,0,5,0,0,0,0,0,8,0,0,0,0,0,10,0,0,0,0,0
13/02/2019,654,104,0,0.976010551,-0.21772323,0,0,29.05,0,"Kestrel, Nankeen",0,0,3.550378843,2.91934174,0.358722218,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,5,0,0,0,0,0,8,0,0,0,0,0,10,0,0,0,0,0
14/02/2019,655,105,0,0.972118197,-0.23449139,0,0,25,1,"Kestrel, Nankeen",2.5,0.335120643,3.621714689,2.988039138,0.367910649,2,1,3,1,1,2,0,2,1,1,2,0,1,1,0,0,5,0,0,0,0,0,8,0,0,0,0,0,10,0,0,0,0,1
15/02/2019,656,106,0,0.967937783,-0.251190064,0,0,27.2,1,"Kestrel, Nankeen",2,0.268096515,3.694654382,3.06073935,0.37787495,0,2,2,1,1,0,2,2,1,2,2,0,0,0,0,0,5,0,0,0,0,0,8,0,0,0,0,0,10,0,0,0,0,0
16/02/2019,657,107,0,0.963470549,-0.267814305,0,0,23,0,"Kestrel, Nankeen",0.5,0.067024129,3.769193716,3.137502504,0.388650465,1,0,1,0,1,0,0,0,0,6,2,1,0,1,0,0,5,0,0,0,0,0,8,0,0,0,0,0,10,0,0,0,0,0
17/02/2019,658,108,0,0.958717817,-0.284359187,0,0,26,0,"Kestrel, Nankeen",0,0,3.845326389,3.218368392,0.400268618,0,0,0,0,1,0,0,0,0,9,2,0,0,0,0,2,5,0,0,0,0,0,8,0,0,0,0,0,10,0,0,0,0,0
18/02/2019,659,109,1,0.953680997,-0.300819808,0,0,26.5,0,"Kestrel, Nankeen",0,0,3.923043943,3.30335318,0.412755816,0,0,0,0,1,0,0,0,0,4,2,0,0,0,0,0,5,0,0,0,0,0,8,0,0,0,0,0,10,0,0,0,0,0
19/02/2019,660,110,0,0.94836158,-0.317191289,0,0,27.05,1,"Kestrel, Nankeen",1,0.134048257,4.002335704,3.392446573,0.426132315,0,1,1,1,1,0,1,1,1,2,2,0,0,0,0,0,5,0,0,0,0,0,8,0,0,0,0,0,10,0,0,0,0,0
20/02/2019,661,111,0,0.942761143,-0.333468779,0,0,23,0,"Kestrel, Nankeen",0.125,0.016756032,4.083188729,3.485609407,0.440411078,1,0,1,0,1,0,0,0,0,2,2,0,0,0,0,1,5,0,0,0,0,0,8,1,0,1,0,0,10,0,0,0,0,0
21/02/2019,662,112,0,0.936881346,-0.349647455,0,0,25,0,"Kestrel, Nankeen",0.4,0.053619303,4.16558775,3.582771695,0.455596669,2,0,2,2,1,0,0,0,0,2,2,0,0,0,0,0,5,2,0,2,0,0,8,0,0,0,0,0,10,0,0,0,0,0
22/02/2019,663,113,0,0.930723931,-0.365722523,0,0,24,0,"Kestrel, Nankeen",0.3,0.040214477,4.249515123,3.683831153,0.47168423,2,0,2,1,1,0,0,0,0,5,2,0,0,0,0,0,5,1,0,1,0,0,8,0,0,0,0,0,10,1,0,1,0,0
23/02/2019,664,114,0,0.924290722,-0.38168922,0,0,26.7,0,"Kestrel, Nankeen",0,0,4.334950785,3.788652262,0.488658599,0,0,0,0,1,0,0,0,0,3,2,0,0,0,0,0,5,0,0,0,0,1,8,0,0,0,0,0,10,0,0,0,0,0
24/02/2019,665,115,0,0.917583626,-0.397542814,0,0,21,2,"Kestrel, Nankeen",3.5,0.469168901,4.421872206,3.897065913,0.506493622,2,2,4,2,1,2,1,3,2,4,2,0,1,1,0,0,5,0,0,0,0,0,8,0,0,0,0,0,10,0,0,0,0,0
25/02/2019,666,116,0,0.91060463,-0.413278608,0,0,24.6,2,"Kestrel, Nankeen",2.5,0.335120643,4.510254351,4.008869672,0.52515171,0,3,3,2,1,0,2,2,2,11,2,0,1,1,0,1,5,0,0,0,0,0,8,0,0,0,0,0,10,0,0,0,0,0
26/02/2019,667,117,0,0.903355802,-0.428891938,1.2,1.2,23.25,0,"Kestrel, Nankeen",0,0,4.600069645,4.123828708,0.544583689,0,0,0,0,1,0,0,0,0,13,2,0,0,0,0,0,5,0,0,0,0,0,8,0,0,0,0,0,10,0,0,0,0,0
27/02/2019,668,118,0,0.895839291,-0.444378178,1.4,0.2,24.2,3,"Kestrel, Nankeen",6,0.804289544,4.691287937,4.241677382,0.564728985,0,6,6,3,1,0,6,6,3,12,2,0,0,0,0,4,5,0,0,0,0,0,8,0,0,0,0,0,10,0,0,0,0,0
28/02/2019,669,119,0,0.888057323,-0.459732739,1.6,0.2,23.5,0,"Kestrel, Nankeen",0,0,4.783876477,4.362121494,0.585516149,0,0,0,0,1,0,0,0,0,9,2,0,0,0,0,0,5,0,0,0,0,0,8,0,0,0,0,0,10,0,0,0,0,0
1/03/2019,670,120,0,0.880012204,-0.474951072,1.6,0,25,0,"Kestrel, Nankeen",2.2,0.294906166,4.87779989,4.484841165,0.606863759,3,0,3,1,1,2,0,2,0,11,2,0,0,0,0,3,5,1,0,1,0,0,8,0,0,0,0,0,10,0,0,0,0,0
2/03/2019,671,121,0,0.871706319,-0.490028666,3.8,2.2,24.15,0,"Kestrel, Nankeen",0,0,4.973020156,4.609494276,0.62868164,0,0,0,0,1,0,0,0,0,12,2,0,0,0,0,3,5,0,0,0,0,0,8,0,0,0,0,0,10,0,0,0,0,0
3/03/2019,672,122,0,0.863142128,-0.504961055,3.6,1,20,1,"Kestrel, Nankeen",1.2,0.160857909,5.0694966,4.735720412,0.650872415,1,1,2,2,1,0,1,1,1,10,2,0,0,0,0,0,5,1,0,1,0,0,8,0,0,0,0,0,10,0,0,0,0,0
4/03/2019,673,123,0,0.85432217,-0.519743812,3.4,0,25.1,2,"Kestrel, Nankeen",3,0.402144772,5.167185879,4.863145195,0.673333285,0,3,3,2,1,0,3,3,2,9,2,0,0,0,0,0,5,0,0,0,0,0,8,0,0,0,0,0,10,0,0,0,0,0
5/03/2019,674,124,1,0.845249057,-0.534372558,3.2,0,25.55,2,"Kestrel, Nankeen",4,0.536193029,5.26604198,4.991384907,0.695958013,0,4,4,2,1,0,4,4,2,7,2,0,0,0,0,1,5,0,0,0,0,0,8,0,0,0,0,0,10,0,0,0,0,0
6/03/2019,675,125,0,0.835925479,-0.548842958,4.2,1,22,0,"Kestrel, Nankeen",0.5,0.067024129,5.366016224,5.120051271,0.718638997,1,0,1,0,1,0,0,0,0,2,2,1,0,1,0,0,5,0,0,0,0,0,8,0,0,0,0,0,10,0,0,0,0,0
7/03/2019,676,126,0,0.826354199,-0.563150724,2,0,28.25,0,"Kestrel, Nankeen",0,0,5.467057267,5.248756263,0.741269361,0,0,0,0,1,0,0,0,0,6,2,0,0,0,0,0,5,0,0,0,0,0,8,0,0,0,0,0,10,0,0,0,0,0
8/03/2019,677,127,0,0.816538051,-0.577291617,1.8,0.8,26.4,3,"Kestrel, Nankeen",4,0.536193029,5.569111119,5.377116836,0.76374498,0,4,4,3,1,0,4,4,3,7,2,0,0,0,0,0,5,0,0,0,0,0,8,0,0,0,0,0,10,0,0,0,0,0
9/03/2019,678,128,0,0.806479946,-0.591261445,2.8,1,24,1,"Kestrel, Nankeen",2,0.268096515,5.672121157,5.504759421,0.785966352,1,1,2,1,1,1,1,2,1,8,2,0,0,0,0,0,5,0,0,0,0,0,8,0,0,0,0,0,10,0,0,0,0,0
10/03/2019,679,129,0,0.796182864,-0.60505607,2.8,0,23,3,"Kestrel, Nankeen",4.5,0.603217158,5.776028154,5.631324112,0.807840253,2,3,5,3,1,1,3,4,3,10,2,1,0,1,0,2,5,0,0,0,0,0,8,0,0,0,0,0,10,0,0,0,0,0
11/03/2019,680,130,0,0.785649855,-0.618671403,1.8,0,25,1,"Kestrel, Nankeen",2.2,0.294906166,5.880770304,5.756468431,0.829281121,1,2,3,2,1,0,2,2,1,9,2,0,0,0,0,1,5,1,0,1,0,0,8,0,0,0,0,0,10,0,0,0,0,0
12/03/2019,681,131,0,0.774884041,-0.632103411,1.8,0,30.55,0,"Kestrel, Nankeen",0,0,5.986283261,5.879870597,0.850212143,0,0,0,0,1,0,0,0,0,6,2,0,0,0,0,0,5,0,0,0,0,0,8,0,0,0,0,0,10,0,0,0,0,0
13/03/2019,682,132,0,0.763888613,-0.645348113,1,0,24,4,"Kestrel, Nankeen",9.6,1.286863271,6.09250018,6.001232262,0.870566012,14,12,26,5,1,1,0,1,0,4,2,3,12,15,4,4,5,1,0,1,0,0,8,0,0,0,0,2,10,9,0,9,0,0
14/03/2019,683,133,0,0.752666828,-0.658401585,0,0,27.7,3,"Kestrel, Nankeen",7,0.938337802,6.199351767,6.120280658,0.890285376,0,7,7,3,1,0,7,7,3,10,2,0,0,0,0,0,5,0,0,0,0,0,8,0,0,0,0,0,10,0,0,0,0,0
15/03/2019,684,134,0,0.741222011,-0.671259958,2,2,21,2,"Kestrel, Nankeen",3,0.402144772,6.30676633,6.23677017,0.909322983,2,2,4,2,1,0,2,2,2,11,2,2,0,2,0,0,5,0,0,0,0,0,8,0,0,0,0,0,10,0,0,0,0,0
16/03/2019,685,135,0,0.729557554,-0.683919422,62.4,60.4,23.7,3,"Kestrel, Nankeen",6,0.804289544,6.41466984,6.350483325,0.927641551,0,6,6,3,1,0,6,6,3,9,2,0,0,0,0,0,5,0,0,0,0,0,8,0,0,0,0,0,10,0,0,0,0,0
17/03/2019,686,136,0,0.717676914,-0.696376226,82,19.6,24.4,0,"Kestrel, Nankeen",0,0,6.522985999,6.461231239,0.945213408,0,0,0,0,1,0,0,0,0,4,2,0,0,0,0,1,5,0,0,0,0,0,8,0,0,0,0,0,10,0,0,0,0,0
18/03/2019,687,137,0,0.70558361,-0.708626678,92.2,10.2,26,1,"Kestrel, Nankeen",0.5,0.067024129,6.631636311,6.568853542,0.962019943,0,1,1,1,1,0,0,0,1,4,2,0,1,1,0,3,5,0,0,0,0,0,8,0,0,0,0,0,10,0,0,0,0,0
19/03/2019,688,138,0,0.693281227,-0.72066715,102.2,10,21,0,"Kestrel, Nankeen",0.6,0.080428954,6.740540162,6.673217863,0.978050909,2,0,2,0,1,0,0,0,0,4,2,1,0,1,0,2,5,0,0,0,0,0,8,0,0,0,0,0,10,1,0,1,0,0
20/03/2019,689,139,0,0.680773409,-0.732494072,100.2,0,26.85,0,"Kestrel, Nankeen",0,0,6.849614902,6.774218909,0.993303623,0,0,0,0,1,0,0,0,0,3,2,0,0,0,0,0,5,0,0,0,0,0,8,0,0,0,0,0,10,0,0,0,0,0
21/03/2019,690,140,0,0.668063864,-0.74410394,40.8,1,24,1,"Kestrel, Nankeen",1.5,0.201072386,6.958775937,6.871777204,1.007782114,1,1,2,1,1,1,0,1,1,2,2,0,1,1,0,0,5,0,0,0,0,0,8,0,0,0,0,0,10,0,0,0,0,0
22/03/2019,691,141,0,0.655156357,-0.755493314,40.2,19,24,0,"Kestrel, Nankeen",2.2,0.294906166,7.067936828,6.965837577,1.021496232,3,0,3,1,1,2,0,2,0,4,2,0,0,0,0,1,5,1,0,1,0,0,8,0,0,0,0,0,10,0,0,0,0,0
