"Ibis, Straw-Necked",,,,,,,,,,,,,,,,,,,1,1,,,,,0,2,,,,,0,5,,,,,0,8,,,,,0,10,,,,
Date,DayNumber,SolarDayNumber,Strike,DayofYearSin,DayofYearCos,Prev5DaysRain,Rain,Temperature,AirfieldHarassments,Species,ProximityCount,NormalisedProximityCount,ProximityLikelihood,DayofYearSinLikelihood,AllCount,AllHarassed,AllObserved,AllHarassments,1_Proximity,1_Count,1_Harassed,1_Observed,1_SpeciesHarassments,1_Harassments,2_Proximity,2_Count,2_Harassed,2_Observed,2_SpeciesHarassments,2_Harassments,5_Proximity,5_Count,5_Harassed,5_Observed,5_SpeciesHarassments,5_Harassments,8_Proximity,8_Count,8_Harassed,8_Observed,8_SpeciesHarassments,8_Harassments,10_Proximity,10_Count,10_Harassed,10_Observed,10_SpeciesHarassments,10_Harassments
21/08/2018,478,112,0,0.936881346,-0.349647455,0,0,15.3,10,"Ibis, Straw-Necked",68,0.112211221,0.448145644,0.474061099,70,80,150,16,1,30,38,68,6,14,2,4,25,29,3,5,5,6,0,6,0,0,8,0,17,17,1,1,10,30,0,30,0,0
22/08/2018,479,113,0,0.930723931,-0.365722523,0,0,14.8,13,"Ibis, Straw-Necked",184,0.303630363,0.442357456,0.472854952,118,194,312,42,1,54,130,184,8,13,2,2,64,66,5,6,5,29,0,29,0,1,8,0,0,0,0,0,10,33,0,33,0,0
23/08/2018,480,114,0,0.924290722,-0.38168922,0,0,15.9,19,"Ibis, Straw-Necked",278,0.458745875,0.436469404,0.471478703,141,387,528,89,1,9,269,278,13,17,2,35,103,138,5,6,5,70,0,70,0,2,8,0,0,0,0,0,10,27,15,42,1,1
24/08/2018,481,115,0,0.917583626,-0.397542814,0,0,17.65,14,"Ibis, Straw-Necked",149,0.245874587,0.430487496,0.469918686,109,206,315,48,1,28,121,149,10,10,2,41,50,91,3,4,5,0,35,35,1,1,8,0,0,0,0,0,10,40,0,40,0,0
25/08/2018,482,116,0,0.91060463,-0.413278608,0,0,17.45,8,"Ibis, Straw-Necked",82,0.135313531,0.424417771,0.468161146,73,212,285,36,1,0,82,82,5,8,2,41,130,171,3,6,5,28,0,28,0,0,8,0,0,0,0,0,10,4,0,4,0,0
26/08/2018,483,117,0,0.903355802,-0.428891938,12.4,12.4,17.1,4,"Ibis, Straw-Necked",72,0.118811881,0.418266286,0.466192337,64,76,140,64,1,4,68,72,3,5,2,0,8,8,1,1,5,60,0,60,0,1,8,0,0,0,0,0,10,0,0,0,0,0
27/08/2018,484,118,0,0.895839291,-0.444378178,20.2,7.8,17,2,"Ibis, Straw-Necked",41,0.067656766,0.412039113,0.463998613,100,16,116,37,1,25,16,41,2,5,2,0,0,0,0,0,5,35,0,35,0,0,8,0,0,0,0,1,10,40,0,40,0,0
28/08/2018,485,119,0,0.888057323,-0.459732739,20.2,0,16.95,2,"Ibis, Straw-Necked",117,0.193069307,0.40574232,0.461566537,110,62,172,47,1,55,62,117,2,6,2,4,0,4,0,1,5,45,0,45,0,0,8,0,0,0,0,0,10,6,0,6,0,0
29/08/2018,486,120,0,0.880012204,-0.474951072,20.2,0,17.2,2,"Ibis, Straw-Necked",18,0.02970297,0.39938197,0.458882991,53,14,67,30,1,10,8,18,1,2,2,0,6,6,1,1,5,28,0,28,0,0,8,0,0,0,0,0,10,15,0,15,0,0
30/08/2018,487,121,0,0.871706319,-0.490028666,20.2,0,16.2,1,"Ibis, Straw-Necked",60,0.099009901,0.392964108,0.455935289,61,30,91,2,1,30,30,60,1,1,2,0,0,0,0,0,5,1,0,1,0,0,8,0,0,0,0,0,10,30,0,30,0,0
31/08/2018,488,122,0,0.863142128,-0.504961055,7.8,0,14,7,"Ibis, Straw-Necked",185,0.305280528,0.386494748,0.452711299,111,154,265,30,1,45,140,185,6,7,2,8,7,15,1,6,5,23,0,23,0,0,8,0,7,7,0,0,10,35,0,35,0,1
01/09/2018,489,123,0,0.85432217,-0.519743812,0,0,19,8,"Ibis, Straw-Necked",60,0.099009901,0.37997987,0.449199567,61,116,177,44,1,9,51,60,4,8,2,0,35,35,3,3,5,7,30,37,1,3,8,0,0,0,0,0,10,45,0,45,0,0
02/09/2018,490,124,0,0.845249057,-0.534372558,0,0,11,6,"Ibis, Straw-Necked",101,0.166666667,0.37342541,0.445389446,32,99,131,36,1,2,99,101,6,13,2,0,0,0,0,1,5,30,0,30,0,1,8,0,0,0,0,0,10,0,0,0,0,0
03/09/2018,491,125,0,0.835925479,-0.548842958,0,0,16.45,8,"Ibis, Straw-Necked",153,0.252475248,0.366837246,0.441271222,0,153,153,8,1,0,153,153,8,14,2,0,0,0,0,1,5,0,0,0,0,0,8,0,0,0,0,0,10,0,0,0,0,0
04/09/2018,492,126,0,0.826354199,-0.563150724,0,0,17,12,"Ibis, Straw-Necked",141,0.232673267,0.360221197,0.436836247,31,258,289,16,1,3,138,141,9,10,2,0,0,0,0,1,5,4,0,4,0,0,8,6,120,126,3,3,10,18,0,18,0,0
05/09/2018,493,127,0,0.816538051,-0.577291617,13,13,17,3,"Ibis, Straw-Necked",93,0.153465347,0.353583009,0.432077063,111,63,174,3,1,30,63,93,3,3,2,39,0,39,0,0,5,0,0,0,0,0,8,0,0,0,0,0,10,42,0,42,0,1
06/09/2018,494,128,0,0.806479946,-0.591261445,13.2,0.2,18,8,"Ibis, Straw-Necked",135,0.222772277,0.346928351,0.426987534,79,127,206,9,1,38,97,135,7,7,2,0,30,30,1,3,5,1,0,1,0,0,8,0,0,0,0,0,10,40,0,40,0,0
07/09/2018,495,129,0,0.796182864,-0.60505607,15.2,2,14,4,"Ibis, Straw-Necked",45,0.074257426,0.340262806,0.421562966,40,39,79,18,1,6,39,45,4,4,2,10,0,10,0,0,5,14,0,14,0,0,8,0,0,0,0,0,10,10,0,10,0,0
08/09/2018,496,130,0,0.785649855,-0.618671403,15.2,0,19,2,"Ibis, Straw-Necked",102,0.168316832,0.333591863,0.415800219,25,77,102,2,1,25,77,102,2,2,2,0,0,0,0,0,5,0,0,0,0,0,8,0,0,0,0,0,10,0,0,0,0,0
09/09/2018,497,131,0,0.774884041,-0.632103411,18.2,3,15,4,"Ibis, Straw-Necked",116,0.191419142,0.326920911,0.409697823,72,126,198,10,1,0,116,116,4,7,2,0,0,0,0,0,5,6,0,6,0,3,8,16,10,26,0,0,10,50,0,50,0,1
10/09/2018,498,132,0,0.763888613,-0.645348113,5.2,0,13,3,"Ibis, Straw-Necked",92,0.151815182,0.320255232,0.40325607,68,92,160,48,1,0,92,92,3,10,2,0,0,0,0,0,5,45,0,45,0,1,8,2,0,2,0,0,10,21,0,21,0,0
11/09/2018,499,133,0,0.752666828,-0.658401585,5,0,18.55,6,"Ibis, Straw-Necked",120,0.198019802,0.313599997,0.396477105,77,126,203,51,1,9,111,120,5,6,2,0,15,15,1,1,5,45,0,45,0,0,8,0,0,0,0,0,10,23,0,23,0,0
12/09/2018,500,134,0,0.741222011,-0.671259958,3,0,19.05,1,"Ibis, Straw-Necked",59,0.097359736,0.306960255,0.389364999,77,9,86,2,1,50,9,59,1,2,2,0,0,0,0,1,5,1,0,1,0,0,8,2,0,2,0,0,10,24,0,24,0,0
13/09/2018,501,135,0,0.729557554,-0.683919422,3,0,15,5,"Ibis, Straw-Necked",48,0.079207921,0.300340935,0.381925806,105,133,238,30,1,30,18,48,2,2,2,20,115,135,3,4,5,25,0,25,0,0,8,0,0,0,0,0,10,30,0,30,0,1
14/09/2018,502,136,0,0.717676914,-0.696376226,0,0,20.25,4,"Ibis, Straw-Necked",22,0.03630363,0.293746831,0.374167605,30,53,83,4,1,0,22,22,3,3,2,0,0,0,0,1,5,0,0,0,0,0,8,0,31,31,1,1,10,30,0,30,0,0
15/09/2018,503,137,0,0.70558361,-0.708626678,0,0,20.65,5,"Ibis, Straw-Necked",113,0.186468647,0.287182608,0.366100522,84,83,167,38,1,60,53,113,4,4,2,0,0,0,0,1,5,4,30,34,1,1,8,0,0,0,0,0,10,20,0,20,0,0
16/09/2018,504,138,0,0.693281227,-0.72066715,0,0,21.7,2,"Ibis, Straw-Necked",117,0.193069307,0.280652789,0.357736734,42,100,142,2,1,17,100,117,2,6,2,25,0,25,0,0,5,0,0,0,0,0,8,0,0,0,0,0,10,0,0,0,0,0
17/09/2018,505,139,0,0.680773409,-0.732494072,0,0,18.1,4,"Ibis, Straw-Necked",99,0.163366337,0.274161755,0.349090449,94,69,163,7,1,30,69,99,4,6,2,3,0,3,0,0,5,3,0,3,0,0,8,0,0,0,0,0,10,58,0,58,0,0
18/09/2018,506,140,0,0.668063864,-0.74410394,0,0,12,4,"Ibis, Straw-Necked",91,0.150165017,0.267713741,0.340177864,88,108,196,83,1,13,78,91,3,3,2,0,0,0,0,0,5,50,30,80,1,1,8,0,0,0,0,0,10,25,0,25,0,0
19/09/2018,507,141,0,0.655156357,-0.755493314,0,0,18.8,4,"Ibis, Straw-Necked",140,0.231023102,0.261312832,0.331017104,32,140,172,36,1,0,140,140,4,6,2,0,0,0,0,2,5,32,0,32,0,0,8,0,0,0,0,0,10,0,0,0,0,0
20/09/2018,508,142,0,0.642054713,-0.766658819,0,0,17,3,"Ibis, Straw-Necked",18,0.02970297,0.25496296,0.321628134,72,19,91,3,1,7,11,18,2,7,2,10,8,18,1,4,5,0,0,0,0,0,8,0,0,0,0,0,10,55,0,55,0,1
21/09/2018,509,143,0,0.628762815,-0.777597147,0,0,15,4,"Ibis, Straw-Necked",74,0.122112211,0.248667902,0.31203265,20,54,74,4,1,20,54,74,4,4,2,0,0,0,0,0,5,0,0,0,0,0,8,0,0,0,0,0,10,0,0,0,0,0
22/09/2018,510,144,0,0.6152846,-0.788305056,0,0,18.65,2,"Ibis, Straw-Necked",70,0.115511551,0.242431277,0.302253946,90,55,145,2,1,50,20,70,1,2,2,15,0,15,0,0,5,0,0,0,0,0,8,0,35,35,1,1,10,25,0,25,0,0
23/09/2018,511,145,0,0.601624063,-0.798779373,0,0,19.6,6,"Ibis, Straw-Necked",30,0.04950495,0.236256547,0.292316763,80,175,255,26,1,5,25,30,2,5,2,15,75,90,2,2,5,20,0,20,0,0,8,15,75,90,2,2,10,25,0,25,0,0
24/09/2018,512,146,0,0.587785252,-0.809016994,0,0,19.75,10,"Ibis, Straw-Necked",160,0.264026403,0.23014701,0.282247116,128,270,398,25,1,40,120,160,7,9,2,50,125,175,2,2,5,15,0,15,0,0,8,0,25,25,1,1,10,23,0,23,0,0
25/09/2018,513,147,0,0.573772268,-0.819014887,7,7,18.35,3,"Ibis, Straw-Necked",33,0.054455446,0.224105804,0.2720721,89,49,138,43,1,0,33,33,2,2,2,24,16,40,1,1,5,40,0,40,0,0,8,0,0,0,0,0,10,25,0,25,0,0
26/09/2018,514,148,0,0.559589262,-0.828770087,19.2,12.2,18.75,8,"Ibis, Straw-Necked",145,0.239273927,0.218135903,0.261819687,50,340,390,117,1,30,115,145,4,4,2,0,85,85,2,3,5,10,100,110,1,1,8,0,0,0,0,0,10,10,40,50,1,1
27/09/2018,515,149,0,0.545240439,-0.838279705,20.8,1.6,19.15,12,"Ibis, Straw-Necked",271,0.447194719,0.212240121,0.2515185,102,329,431,62,1,2,269,271,9,9,2,50,60,110,3,5,5,50,0,50,0,0,8,0,0,0,0,0,10,0,0,0,0,0
28/09/2018,516,150,0,0.530730048,-0.847540923,20.8,0,21.35,6,"Ibis, Straw-Necked",132,0.217821782,0.206421104,0.241197586,76,121,197,6,1,11,121,132,6,9,2,25,0,25,0,0,5,0,0,0,0,0,8,0,0,0,0,0,10,40,0,40,0,1
29/09/2018,517,151,0,0.516062391,-0.856550996,20.8,0,19,2,"Ibis, Straw-Necked",47,0.077557756,0.20068134,0.230886171,113,47,160,20,1,0,47,47,2,3,2,25,0,25,0,0,5,18,0,18,0,0,8,0,0,0,0,0,10,70,0,70,0,1
30/09/2018,518,152,0,0.501241813,-0.865307254,16.6,2.8,18.85,7,"Ibis, Straw-Necked",121,0.199669967,0.195023152,0.220613423,40,225,265,7,1,6,115,121,4,6,2,30,110,140,3,3,5,0,0,0,0,0,8,0,0,0,0,0,10,4,0,4,0,0
01/10/2018,519,153,0,0.486272707,-0.873807104,15.6,11.2,18.6,1,"Ibis, Straw-Necked",77,0.127062706,0.189448701,0.210408198,85,32,117,9,1,45,32,77,1,1,2,0,0,0,0,0,5,8,0,8,0,0,8,2,0,2,0,0,10,30,0,30,0,0
02/10/2018,520,154,0,0.471159508,-0.882048025,14,0,14,2,"Ibis, Straw-Necked",0,0,0.183959988,0.200298804,117,60,177,33,1,0,0,0,0,3,2,50,60,110,2,3,5,31,0,31,0,0,8,0,0,0,0,0,10,36,0,36,0,0
03/10/2018,521,155,0,0.455906694,-0.890027576,14,0,19.25,7,"Ibis, Straw-Necked",68,0.112211221,0.178558857,0.190312762,80,138,218,62,1,3,65,68,3,4,2,25,33,58,2,3,5,17,40,57,2,2,8,0,0,0,0,0,10,35,0,35,0,0
04/10/2018,522,156,0,0.440518784,-0.897743394,14,0,16,2,"Ibis, Straw-Necked",30,0.04950495,0.173246993,0.180476578,35,36,71,10,1,0,30,30,1,1,2,2,6,8,1,1,5,8,0,8,0,0,8,0,0,0,0,0,10,25,0,25,0,0
05/10/2018,523,157,0,0.42500034,-0.90519319,11.2,0,21.55,3,"Ibis, Straw-Necked",30,0.04950495,0.168025925,0.17081553,0,90,90,3,1,0,30,30,2,2,2,0,60,60,1,4,5,0,0,0,0,0,8,0,0,0,0,0,10,0,0,0,0,0
06/10/2018,524,158,0,0.409355959,-0.912374758,3.2,3.2,19.2,5,"Ibis, Straw-Necked",63,0.103960396,0.162897031,0.161353467,50,101,151,5,1,15,48,63,3,8,2,35,53,88,2,3,5,0,0,0,0,0,8,0,0,0,0,0,10,0,0,0,0,0
07/10/2018,525,159,0,0.393590277,-0.91928597,7.4,4.2,19.65,2,"Ibis, Straw-Necked",35,0.057755776,0.157861537,0.152112633,41,50,91,2,1,0,35,35,1,3,2,36,15,51,1,3,5,0,0,0,0,1,8,0,0,0,0,0,10,5,0,5,0,1
08/10/2018,526,160,0,0.377707965,-0.925924777,7.4,0,21.2,0,"Ibis, Straw-Necked",0,0,0.152920522,0.143113504,15,0,15,0,1,0,0,0,0,0,2,0,0,0,0,0,5,0,0,0,0,0,8,0,0,0,0,0,10,15,0,15,0,0
09/10/2018,527,161,0,0.361713731,-0.932289213,10.8,3.4,21.1,2,"Ibis, Straw-Necked",40,0.066006601,0.14807492,0.134374657,0,70,70,31,1,0,40,40,1,1,2,0,0,0,0,0,5,0,30,30,1,1,8,0,0,0,0,0,10,0,0,0,0,0
10/10/2018,528,162,0,0.345612313,-0.938377392,15.8,5,16,1,"Ibis, Straw-Necked",52,0.085808581,0.143325524,0.125912656,29,25,54,3,1,27,25,52,1,2,2,0,0,0,0,0,5,2,0,2,0,0,8,0,0,0,0,0,10,0,0,0,0,0
11/10/2018,529,163,0,0.329408482,-0.944187509,17.6,5,19,0,"Ibis, Straw-Necked",40,0.066006601,0.13867299,0.117741969,56,0,56,10,1,40,0,40,0,0,2,0,0,0,0,0,5,10,0,10,0,0,8,3,0,3,0,0,10,3,0,3,0,0
12/10/2018,530,164,0,0.313107041,-0.949717843,24.2,10.8,19.4,2,"Ibis, Straw-Necked",38,0.062706271,0.134117842,0.109874911,16,30,46,8,1,8,30,38,2,3,2,2,0,2,0,0,5,6,0,6,0,0,8,0,0,0,0,0,10,0,0,0,0,0
13/10/2018,531,165,0,0.296712819,-0.954966755,38.4,14.2,9.85,1,"Ibis, Straw-Necked",0,0,0.129660477,0.102321613,15,20,35,1,1,0,0,0,0,2,2,15,20,35,1,5,5,0,0,0,0,0,8,0,0,0,0,0,10,0,0,0,0,0
14/10/2018,532,166,0,0.280230675,-0.95993269,49,14,18,1,"Ibis, Straw-Necked",4,0.00660066,0.125301175,0.095090016,42,60,102,60,1,4,0,4,0,5,2,20,0,20,0,7,5,0,60,60,1,1,8,8,0,8,0,0,10,10,0,10,0,0
15/10/2018,533,167,0,0.263665493,-0.964614176,73.2,29.2,20.5,1,"Ibis, Straw-Necked",0,0,0.121040109,0.088185894,12,6,18,3,1,0,0,0,0,9,2,0,6,6,1,14,5,2,0,2,0,2,8,0,0,0,0,0,10,10,0,10,0,1
16/10/2018,534,168,0,0.24702218,-0.969009826,80.2,12,20,0,"Ibis, Straw-Necked",0,0,0.116877368,0.081612902,32,0,32,12,1,0,0,0,0,11,2,20,0,20,0,5,5,12,0,12,0,0,8,0,0,0,0,0,10,0,0,0,0,0
17/10/2018,535,169,0,0.23030567,-0.973118337,70.2,0.8,21.6,0,"Ibis, Straw-Necked",0,0,0.112812984,0.07537264,18,0,18,18,1,0,0,0,0,2,2,0,0,0,0,1,5,18,0,18,0,0,8,0,0,0,0,0,10,0,0,0,0,0
18/10/2018,536,170,0,0.213520915,-0.976938493,57.4,1.4,21.65,0,"Ibis, Straw-Necked",0,0,0.108846989,0.069464747,0,0,0,0,1,0,0,0,0,5,2,0,0,0,0,0,5,0,0,0,0,0,8,0,0,0,0,0,10,0,0,0,0,0
19/10/2018,537,171,0,0.19667289,-0.98046916,44.4,1,21.8,0,"Ibis, Straw-Necked",0,0,0.104979513,0.063887004,0,0,0,0,1,0,0,0,0,2,2,0,0,0,0,0,5,0,0,0,0,0,8,0,0,0,0,0,10,0,0,0,0,0
20/10/2018,538,172,0,0.179766586,-0.983709294,15.2,0,22.65,0,"Ibis, Straw-Necked",0,0,0.101210953,0.058635463,10,0,10,0,1,0,0,0,0,0,2,0,0,0,0,0,5,0,0,0,0,0,8,0,0,0,0,0,10,10,0,10,0,0
21/10/2018,539,173,0,0.162807013,-0.986657933,3.2,0,23.7,0,"Ibis, Straw-Necked",0,0,0.097542285,0.053704581,1,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,5,0,0,0,0,0,8,0,0,0,0,0,10,1,0,1,0,0
22/10/2018,540,174,0,0.145799197,-0.989314204,14.4,12,21.55,0,"Ibis, Straw-Necked",0,0,0.093975625,0.049087366,20,0,20,0,1,0,0,0,0,1,2,0,0,0,0,0,5,0,0,0,0,0,8,0,0,0,0,0,10,20,0,20,0,0
23/10/2018,541,175,0,0.128748177,-0.99167732,13,0,23.2,0,"Ibis, Straw-Necked",1,0.001650165,0.090515248,0.044775536,1,0,1,0,1,1,0,1,0,1,2,0,0,0,0,2,5,0,0,0,0,0,8,0,0,0,0,0,10,0,0,0,0,0
24/10/2018,542,176,0,0.111659007,-0.99374658,12,0,25.4,0,"Ibis, Straw-Necked",0,0,0.087169436,0.040759675,9,0,9,4,1,0,0,0,0,2,2,0,0,0,0,1,5,4,0,4,0,0,8,0,0,0,0,0,10,5,0,5,0,0
25/10/2018,543,177,0,0.09453675,-0.995521372,12,0,21,0,"Ibis, Straw-Necked",0,0,0.083953844,0.037029395,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,2,5,0,0,0,0,0,8,0,0,0,0,0,10,0,0,0,0,0
26/10/2018,544,178,0,0.077386479,-0.99700117,12,0,20,0,"Ibis, Straw-Necked",0,0,0.080897607,0.033573498,16,0,16,0,1,0,0,0,0,2,2,0,0,0,0,0,5,0,0,0,0,0,8,10,0,10,0,0,10,6,0,6,0,0
27/10/2018,545,179,0,0.060213277,-0.998185534,0,0,20,0,"Ibis, Straw-Necked",0,0,0.078054395,0.030380136,11,0,11,0,1,0,0,0,0,2,2,1,0,1,0,0,5,0,0,0,0,0,8,10,0,10,0,0,10,0,0,0,0,0
28/10/2018,546,180,0,0.043022233,-0.999074115,0,0,24.35,0,"Ibis, Straw-Necked",0,0,0.07552237,0.027436959,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,5,0,0,0,0,0,8,0,0,0,0,0,10,0,0,0,0,0
29/10/2018,547,181,0,0.02581844,-0.999666649,0.8,0.8,9.25,0,"Ibis, Straw-Necked",0,0,0.073479862,0.024731266,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,5,0,0,0,0,0,8,0,0,0,0,0,10,0,0,0,0,0
30/10/2018,548,182,0,0.008606997,-0.999962959,2.2,1.4,21.3,0,"Ibis, Straw-Necked",0,0,0.072248216,0.022250141,2,0,2,0,1,0,0,0,0,1,2,0,0,0,0,1,5,0,0,0,0,0,8,0,0,0,0,0,10,2,0,2,0,0
31/10/2018,549,183,0,-0.008606997,-0.999962959,2.2,0,21.3,0,"Ibis, Straw-Necked",0,0,0.072399265,0.025029632,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,5,0,0,0,0,0,8,0,0,0,0,0,10,0,0,0,0,0
01/11/2018,550,184,0,-0.02581844,-0.999666649,2.2,0,21.8,0,"Ibis, Straw-Necked",0,0,0.074928871,0.025266637,6,0,6,6,1,0,0,0,0,1,2,0,0,0,0,1,5,6,0,6,0,0,8,0,0,0,0,0,10,0,0,0,0,0
02/11/2018,551,185,0,-0.043022233,-0.999074115,2.2,0,23,0,"Ibis, Straw-Necked",2,0.00330033,0.081505204,0.025740365,21,0,21,19,1,2,0,2,0,4,2,0,0,0,0,0,5,19,0,19,0,0,8,0,0,0,0,0,10,0,0,0,0,0
03/11/2018,552,186,0,-0.060213277,-0.998185534,1.4,0,21,2,"Ibis, Straw-Necked",0,0,0.094728141,0.026450256,28,32,60,51,1,0,0,0,0,1,2,3,7,10,1,2,5,25,25,50,1,1,8,0,0,0,0,1,10,0,0,0,0,0
04/11/2018,553,187,0,-0.077386479,-0.99700117,0,0,21,0,"Ibis, Straw-Necked",6,0.00990099,0.118122211,0.027395467,17,0,17,0,1,6,0,6,0,3,2,0,0,0,0,2,5,0,0,0,0,1,8,5,0,5,0,0,10,6,0,6,0,0
05/11/2018,554,188,0,-0.09453675,-0.995521372,0,0,26.25,2,"Ibis, Straw-Necked",35,0.057755776,0.155212191,0.028574879,6,35,41,2,1,0,35,35,2,3,2,0,0,0,0,0,5,0,0,0,0,0,8,0,0,0,0,0,10,6,0,6,0,0
06/11/2018,555,189,0,-0.111659007,-0.99374658,0,0,27.75,3,"Ibis, Straw-Necked",128,0.211221122,0.207007917,0.029987094,33,95,128,3,1,33,95,128,3,5,2,0,0,0,0,0,5,0,0,0,0,0,8,0,0,0,0,0,10,0,0,0,0,1
07/11/2018,556,190,0,-0.128748177,-0.99167732,0,0,26.9,0,"Ibis, Straw-Necked",0,0,0.268906983,0.031630437,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,5,0,0,0,0,0,8,0,0,0,0,0,10,0,0,0,0,0
08/11/2018,557,191,0,-0.145799197,-0.989314204,0.4,0.4,24.05,3,"Ibis, Straw-Necked",143,0.235973597,0.330881172,0.033502962,50,103,153,3,1,40,103,143,3,4,2,10,0,10,0,2,5,0,0,0,0,0,8,0,0,0,0,0,10,0,0,0,0,0
09/11/2018,558,192,0,-0.162807013,-0.986657933,0.4,0,20.7,1,"Ibis, Straw-Necked",20,0.0330033,0.382902249,0.035602449,8,20,28,1,1,0,20,20,1,1,2,0,0,0,0,0,5,0,0,0,0,0,8,0,0,0,0,0,10,8,0,8,0,0
10/11/2018,559,193,0,-0.179766586,-0.983709294,0.4,0,18,1,"Ibis, Straw-Necked",132,0.217821782,0.420367743,0.03792641,78,54,132,1,1,78,54,132,1,2,2,0,0,0,0,0,5,0,0,0,0,0,8,0,0,0,0,0,10,0,0,0,0,0
11/11/2018,560,194,0,-0.19667289,-0.98046916,0.4,0,22.3,10,"Ibis, Straw-Necked",433,0.714521452,0.444287393,0.04047209,66,447,513,69,1,66,367,433,8,21,2,0,20,20,1,1,5,0,60,60,1,1,8,0,0,0,0,0,10,0,0,0,0,0
12/11/2018,561,195,0,-0.213520915,-0.976938493,0.4,0,18,4,"Ibis, Straw-Necked",175,0.288778878,0.458185829,0.043236473,45,150,195,4,1,25,150,175,4,6,2,20,0,20,0,0,5,0,0,0,0,0,8,0,0,0,0,0,10,0,0,0,0,3
13/11/2018,562,196,0,-0.23030567,-0.973118337,0,0,21.95,6,"Ibis, Straw-Necked",218,0.359735974,0.465587396,0.046216281,68,218,286,45,1,40,178,218,5,6,2,22,0,22,0,0,5,0,40,40,1,1,8,0,0,0,0,0,10,6,0,6,0,0
14/11/2018,563,197,0,-0.24702218,-0.969009826,1.6,1.6,22.75,1,"Ibis, Straw-Necked",10,0.01650165,0.469091739,0.049407983,50,13,63,41,1,10,0,10,0,1,2,0,0,0,0,0,5,40,0,40,0,0,8,0,13,13,1,2,10,0,0,0,0,0
15/11/2018,564,198,0,-0.263665493,-0.964614176,1.6,0,25.25,1,"Ibis, Straw-Necked",40,0.066006601,0.470366757,0.052807797,50,40,90,1,1,0,40,40,1,1,2,25,0,25,0,2,5,0,0,0,0,0,8,0,0,0,0,0,10,25,0,25,0,0
16/11/2018,565,199,0,-0.280230675,-0.95993269,1.6,0,24.25,4,"Ibis, Straw-Necked",91,0.150165017,0.470407992,0.056411693,97,131,228,34,1,10,81,91,3,4,2,32,50,82,1,1,5,30,0,30,0,0,8,0,0,0,0,0,10,25,0,25,0,0
17/11/2018,566,200,0,-0.296712819,-0.954966755,1.6,0,24.4,6,"Ibis, Straw-Necked",174,0.287128713,0.469786911,0.060215399,145,109,254,16,1,65,109,174,6,11,2,25,0,25,0,0,5,10,0,10,0,0,8,0,0,0,0,0,10,45,0,45,0,0
18/11/2018,567,201,0,-0.313107041,-0.949717843,7.4,5.8,22.1,3,"Ibis, Straw-Necked",66,0.108910891,0.468824442,0.064214408,117,38,155,28,1,28,38,66,3,14,2,60,0,60,0,3,5,25,0,25,0,0,8,0,0,0,0,0,10,4,0,4,0,0
19/11/2018,568,202,0,-0.329408482,-0.944187509,5.8,0,22.6,5,"Ibis, Straw-Necked",185,0.305280528,0.467698453,0.068403979,162,206,368,95,1,29,156,185,4,23,2,73,0,73,0,5,5,41,50,91,1,1,8,0,0,0,0,0,10,19,0,19,0,0
20/11/2018,569,203,0,-0.345612313,-0.938377392,5.8,0,20,9,"Ibis, Straw-Necked",306,0.504950495,0.466506584,0.072779148,169,323,492,9,1,68,238,306,7,12,2,23,25,48,1,2,5,0,0,0,0,1,8,2,60,62,1,1,10,76,0,76,0,1
21/11/2018,570,204,0,-0.361713731,-0.932289213,5.8,0,25.55,4,"Ibis, Straw-Necked",115,0.189768977,0.465301934,0.077334729,85,115,200,4,1,30,85,115,3,7,2,0,30,30,1,2,5,0,0,0,0,0,8,0,0,0,0,0,10,55,0,55,0,0
22/11/2018,571,205,0,-0.377707965,-0.925924777,7.6,1.8,27.15,1,"Ibis, Straw-Necked",5,0.008250825,0.464113006,0.082065323,112,3,115,26,1,2,3,5,1,2,2,0,0,0,0,0,5,25,0,25,0,0,8,0,0,0,0,1,10,85,0,85,0,0
23/11/2018,572,206,0,-0.393590277,-0.91928597,6.8,5,20,0,"Ibis, Straw-Necked",0,0,0.462954766,0.086965322,40,0,40,0,1,0,0,0,0,1,2,0,0,0,0,1,5,0,0,0,0,0,8,0,0,0,0,0,10,40,0,40,0,0
24/11/2018,573,207,0,-0.409355959,-0.912374758,6.8,0,23.55,3,"Ibis, Straw-Necked",26,0.04290429,0.461834746,0.09202892,65,150,215,3,1,26,0,26,0,0,2,12,150,162,3,3,5,0,0,0,0,0,8,2,0,2,0,0,10,25,0,25,0,0
25/11/2018,574,208,0,-0.42500034,-0.90519319,6.8,0,26.7,4,"Ibis, Straw-Necked",136,0.224422442,0.460756405,0.097250116,167,106,273,15,1,30,106,136,4,7,2,0,0,0,0,0,5,11,0,11,0,0,8,0,0,0,0,0,10,126,0,126,0,0
26/11/2018,575,209,0,-0.440518784,-0.897743394,6.8,0,26.5,3,"Ibis, Straw-Necked",68,0.112211221,0.459720975,0.10262272,186,171,357,38,1,24,44,68,2,3,2,0,0,0,0,0,5,35,0,35,0,0,8,0,0,0,0,0,10,127,127,254,1,1
