"Ibis, Straw-Necked",,,,,,,,,,,,,,,,,,,1,1,,,,,0,2,,,,,0,5,,,,,0,8,,,,,0,10,,,,
Date,DayNumber,SolarDayNumber,Strike,DayofYearSin,DayofYearCos,Prev5DaysRain,Rain,Temperature,AirfieldHarassments,Species,ProximityCount,NormalisedProximityCount,ProximityLikelihood,DayofYearSinLikelihood,AllCount,AllHarassed,AllObserved,AllHarassments,1_Proximity,1_Count,1_Harassed,1_Observed,1_SpeciesHarassments,1_Harassments,2_Proximity,2_Count,2_Harassed,2_Observed,2_SpeciesHarassments,2_Harassments,5_Proximity,5_Count,5_Harassed,5_Observed,5_SpeciesHarassments,5_Harassments,8_Proximity,8_Count,8_Harassed,8_Observed,8_SpeciesHarassments,8_Harassments,10_Proximity,10_Count,10_Harassed,10_Observed,10_SpeciesHarassments,10_Harassments
27/11/2018,576,210,0,-0.455906694,-0.890027576,5,0,24,1,"Ibis, Straw-Necked",65,0.107260726,0.458728481,0.108140365,56,50,106,11,1,15,50,65,1,2,2,6,0,6,0,0,5,10,0,10,0,0,8,0,0,0,0,0,10,25,0,25,0,0
28/11/2018,577,211,0,-0.471159508,-0.882048025,1,1,26,1,"Ibis, Straw-Necked",3,0.004950495,0.457778295,0.113796513,168,80,248,71,1,3,0,3,0,1,2,30,80,110,1,1,5,70,0,70,0,0,8,0,0,0,0,0,10,65,0,65,0,0
29/11/2018,578,212,0,-0.486272707,-0.873807104,1,0,22,2,"Ibis, Straw-Necked",71,0.117161716,0.456869447,0.119584458,104,75,179,25,1,36,35,71,1,9,2,45,40,85,1,2,5,23,0,23,0,0,8,0,0,0,0,0,10,0,0,0,0,0
30/11/2018,579,213,0,-0.501241813,-0.865307254,1,0,24.6,3,"Ibis, Straw-Necked",81,0.133663366,0.456000794,0.125497342,171,120,291,38,1,41,40,81,2,4,2,95,80,175,1,1,5,35,0,35,0,0,8,0,0,0,0,0,10,0,0,0,0,0
01/12/2018,580,214,0,-0.516062391,-0.856550996,1,0,27.45,3,"Ibis, Straw-Necked",146,0.240924092,0.45517111,0.131528157,100,106,206,3,1,40,106,146,3,3,2,0,0,0,0,0,5,0,0,0,0,0,8,0,0,0,0,0,10,60,0,60,0,0
02/12/2018,581,215,0,-0.530730048,-0.847540923,1,0,22,5,"Ibis, Straw-Necked",240,0.396039604,0.454379145,0.137669754,92,260,352,35,1,0,240,240,4,4,2,18,20,38,1,1,5,30,0,30,0,0,8,0,0,0,0,0,10,44,0,44,0,0
03/12/2018,582,216,0,-0.545240439,-0.838279705,0,0,25,6,"Ibis, Straw-Necked",150,0.247524752,0.453623647,0.143914854,5,150,155,6,1,0,150,150,6,7,2,5,0,5,0,0,5,0,0,0,0,1,8,0,0,0,0,0,10,0,0,0,0,0
04/12/2018,583,217,0,-0.559589262,-0.828770087,0,0,25.1,8,"Ibis, Straw-Necked",327,0.53960396,0.452903384,0.150256057,126,299,425,79,1,78,249,327,7,8,2,0,0,0,0,0,5,22,50,72,1,1,8,8,0,8,0,0,10,18,0,18,0,0
05/12/2018,584,218,0,-0.573772268,-0.819014887,2.2,2.2,24.25,6,"Ibis, Straw-Necked",118,0.194719472,0.452217152,0.156685846,71,112,183,31,1,6,112,118,6,7,2,0,0,0,0,1,5,25,0,25,0,0,8,0,0,0,0,0,10,40,0,40,0,0
06/12/2018,585,219,0,-0.587785252,-0.809016994,5.2,3,23.15,3,"Ibis, Straw-Necked",84,0.138613861,0.451563782,0.163196601,78,66,144,33,1,18,66,84,3,8,2,0,0,0,0,0,5,30,0,30,0,2,8,0,0,0,0,0,10,30,0,30,0,0
07/12/2018,586,220,0,-0.601624063,-0.798779373,5.2,0,22.15,7,"Ibis, Straw-Necked",221,0.364686469,0.450942145,0.169780605,84,212,296,49,1,52,169,221,6,22,2,0,0,0,0,1,5,0,43,43,1,1,8,0,0,0,0,0,10,32,0,32,0,0
08/12/2018,587,221,0,-0.6152846,-0.788305056,5.2,0,22,13,"Ibis, Straw-Necked",392,0.646864686,0.450351153,0.176430056,88,448,536,155,1,64,328,392,11,19,2,0,0,0,0,0,5,24,120,144,2,2,8,0,0,0,0,0,10,0,0,0,0,0
09/12/2018,588,222,0,-0.628762815,-0.777597147,5.2,0,24,14,"Ibis, Straw-Necked",548,0.904290429,0.449789763,0.183137071,162,437,599,26,1,111,437,548,14,20,2,4,0,4,0,0,5,12,0,12,0,0,8,0,0,0,0,0,10,35,0,35,0,0
10/12/2018,589,223,0,-0.642054713,-0.766658819,3,0,21,3,"Ibis, Straw-Necked",70,0.115511551,0.449256982,0.189893702,35,55,90,13,1,25,45,70,2,2,2,0,10,10,1,1,5,10,0,10,0,0,8,0,0,0,0,0,10,0,0,0,0,0
11/12/2018,590,224,0,-0.655156357,-0.755493314,0,0,24.95,6,"Ibis, Straw-Necked",193,0.318481848,0.448751866,0.196691941,13,220,233,45,1,13,180,193,5,6,2,0,0,0,0,0,5,0,40,40,1,1,8,0,0,0,0,0,10,0,0,0,0,0
12/12/2018,591,225,0,-0.668063864,-0.74410394,0,0,22,6,"Ibis, Straw-Necked",94,0.155115512,0.448273525,0.203523731,161,228,389,247,1,16,78,94,3,5,2,0,40,40,1,1,5,133,110,243,2,2,8,0,0,0,0,0,10,12,0,12,0,0
13/12/2018,592,226,0,-0.680773409,-0.732494072,0,0,25.95,6,"Ibis, Straw-Necked",184,0.303630363,0.447821121,0.210380974,116,244,360,139,1,0,184,184,5,5,2,4,0,4,0,0,5,74,60,134,1,1,8,15,0,15,0,0,10,23,0,23,0,0
14/12/2018,593,227,0,-0.693281227,-0.72066715,0,0,25,5,"Ibis, Straw-Necked",93,0.153465347,0.447393881,0.217255544,70,158,228,55,1,0,93,93,3,3,2,20,65,85,2,2,5,50,0,50,0,0,8,0,0,0,0,0,10,0,0,0,0,0
15/12/2018,594,228,0,-0.70558361,-0.708626678,2,2,24,1,"Ibis, Straw-Necked",45,0.074257426,0.446991087,0.224139292,44,45,89,15,1,30,15,45,1,3,2,0,0,0,0,0,5,14,0,14,0,0,8,0,30,30,0,0,10,0,0,0,0,0
16/12/2018,595,229,0,-0.717676914,-0.696376226,4.8,2.8,24.7,2,"Ibis, Straw-Necked",123,0.202970297,0.44661209,0.231024061,100,73,173,2,1,50,73,123,2,5,2,30,0,30,0,0,5,0,0,0,0,0,8,0,0,0,0,0,10,20,0,20,0,0
17/12/2018,596,230,0,-0.729557554,-0.683919422,14.2,9.4,24.85,2,"Ibis, Straw-Necked",79,0.130363036,0.446256309,0.23790169,136,17,153,22,1,62,17,79,2,11,2,0,0,0,0,0,5,20,0,20,0,0,8,0,0,0,0,0,10,54,0,54,0,0
18/12/2018,597,231,0,-0.741222011,-0.671259958,18.2,4,24,1,"Ibis, Straw-Necked",80,0.132013201,0.445923232,0.244764028,58,45,103,1,1,35,45,80,1,13,2,0,0,0,0,0,5,0,0,0,0,0,8,0,0,0,0,0,10,23,0,23,0,0
19/12/2018,598,232,0,-0.752666828,-0.658401585,20.2,2,26.4,2,"Ibis, Straw-Necked",65,0.107260726,0.445612428,0.251602941,26,65,91,2,1,0,65,65,2,4,2,0,0,0,0,0,5,0,0,0,0,0,8,0,0,0,0,0,10,26,0,26,0,0
20/12/2018,599,233,0,-0.763888613,-0.645348113,18.2,0,28.15,1,"Ibis, Straw-Necked",42,0.069306931,0.445323543,0.258410325,36,42,78,9,1,0,42,42,1,1,2,2,0,2,0,0,5,8,0,8,0,0,8,1,0,1,0,1,10,25,0,25,0,0
21/12/2018,600,234,0,-0.774884041,-0.632103411,15.4,0,29.3,2,"Ibis, Straw-Necked",83,0.136963696,0.445056309,0.265178111,38,80,118,12,1,3,80,83,2,7,2,0,0,0,0,0,5,10,0,10,0,0,8,0,0,0,0,0,10,25,0,25,0,0
22/12/2018,601,235,0,-0.785649855,-0.618671403,6,0,29.45,0,"Ibis, Straw-Necked",45,0.074257426,0.444810548,0.271898278,128,0,128,24,1,45,0,45,0,4,2,4,0,4,0,1,5,24,0,24,0,0,8,0,0,0,0,0,10,55,0,55,0,0
23/12/2018,602,236,0,-0.796182864,-0.60505607,2,0,24.25,2,"Ibis, Straw-Necked",73,0.120462046,0.444586176,0.278562861,72,38,110,2,1,35,38,73,2,3,2,25,0,25,0,0,5,0,0,0,0,0,8,0,0,0,0,0,10,12,0,12,0,0
24/12/2018,603,237,0,-0.806479946,-0.591261445,0,0,23.4,3,"Ibis, Straw-Necked",120,0.198019802,0.444383211,0.285163962,70,95,165,3,1,40,80,120,2,2,2,0,15,15,1,1,5,0,0,0,0,0,8,0,0,0,0,0,10,30,0,30,0,0
25/12/2018,604,238,0,-0.816538051,-0.577291617,0,0,19,7,"Ibis, Straw-Necked",311,0.51320132,0.444201776,0.291693756,58,290,348,24,1,21,290,311,7,11,2,20,0,20,0,0,5,17,0,17,0,0,8,0,0,0,0,0,10,0,0,0,0,0
26/12/2018,605,239,0,-0.826354199,-0.563150724,0,0,21,4,"Ibis, Straw-Necked",118,0.194719472,0.444042106,0.298144505,67,103,170,20,1,15,103,118,4,10,2,36,0,36,0,0,5,16,0,16,0,0,8,0,0,0,0,0,10,0,0,0,0,0
27/12/2018,606,240,0,-0.835925479,-0.548842958,0,0,24,3,"Ibis, Straw-Necked",126,0.207920792,0.443904556,0.304508563,121,85,206,72,1,41,85,126,3,7,2,0,0,0,0,0,5,69,0,69,0,0,8,0,0,0,0,0,10,11,0,11,0,0
28/12/2018,607,241,0,-0.845249057,-0.534372558,0,0,22,3,"Ibis, Straw-Necked",79,0.130363036,0.443789601,0.310778388,30,49,79,3,1,30,49,79,3,4,2,0,0,0,0,0,5,0,0,0,0,0,8,0,0,0,0,0,10,0,0,0,0,0
29/12/2018,608,242,2,-0.85432217,-0.519743812,0,0,24.95,3,"Ibis, Straw-Necked",40,0.066006601,0.443697851,0.316946548,50,41,91,37,1,40,0,40,0,0,2,0,15,15,1,1,5,10,26,36,2,2,8,0,0,0,0,0,10,0,0,0,0,0
30/12/2018,609,243,0,-0.863142128,-0.504961055,0,0,26.6,7,"Ibis, Straw-Necked",88,0.145214521,0.443630052,0.323005733,46,219,265,7,1,10,78,88,3,6,2,30,141,171,4,4,5,0,0,0,0,0,8,6,0,6,0,0,10,0,0,0,0,0
31/12/2018,610,244,0,-0.871706319,-0.490028666,0,0,25.95,6,"Ibis, Straw-Necked",141,0.232673267,0.443587094,0.328948762,101,140,241,56,1,21,120,141,5,5,2,20,20,40,1,1,5,50,0,50,0,0,8,0,0,0,0,0,10,10,0,10,0,0
01/01/2019,611,245,0,-0.880012204,-0.474951072,0,0,25,6,"Ibis, Straw-Necked",99,0.163366337,0.443570016,0.334768592,89,111,200,53,1,36,63,99,4,8,2,15,30,45,1,2,5,30,18,48,1,1,8,8,0,8,0,0,10,0,0,0,0,0
02/01/2019,612,246,0,-0.888057323,-0.459732739,0,0,26.05,12,"Ibis, Straw-Necked",327,0.53960396,0.443580017,0.340458323,206,363,569,148,1,0,327,327,10,16,2,42,36,78,2,4,5,136,0,136,0,0,8,0,0,0,0,0,10,28,0,28,0,0
03/01/2019,613,247,0,-0.895839291,-0.444378178,0,0,25.1,12,"Ibis, Straw-Necked",275,0.45379538,0.443618456,0.346011214,85,257,342,56,1,50,225,275,9,19,2,5,17,22,2,3,5,30,15,45,1,2,8,0,0,0,0,0,10,0,0,0,0,0
04/01/2019,614,248,0,-0.903355802,-0.428891938,0.6,0.6,26.3,10,"Ibis, Straw-Necked",285,0.47029703,0.443686864,0.351420682,0,365,365,10,1,0,285,285,8,18,2,0,80,80,2,2,5,0,0,0,0,0,8,0,0,0,0,0,10,0,0,0,0,0
05/01/2019,615,249,0,-0.91060463,-0.413278608,1.6,1,26,8,"Ibis, Straw-Necked",266,0.438943894,0.443786946,0.356680317,105,203,308,8,1,75,191,266,7,12,2,0,0,0,0,0,5,0,0,0,0,0,8,0,12,12,1,1,10,30,0,30,0,0
06/01/2019,616,250,0,-0.917583626,-0.397542814,1.6,0,27.65,10,"Ibis, Straw-Necked",193,0.318481848,0.443920586,0.361783884,41,205,246,41,1,0,193,193,9,14,2,0,0,0,0,1,5,31,0,31,0,0,8,0,12,12,1,1,10,10,0,10,0,0
07/01/2019,617,251,0,-0.924290722,-0.38168922,2.2,0.6,27,11,"Ibis, Straw-Necked",218,0.359735974,0.444089854,0.366725336,95,378,473,228,1,30,188,218,8,8,2,0,0,0,0,0,5,50,170,220,3,3,8,0,20,20,0,0,10,15,0,15,0,0
08/01/2019,618,252,0,-0.930723931,-0.365722523,2.6,0.4,26.2,11,"Ibis, Straw-Necked",332,0.547854785,0.444297008,0.371498814,45,317,362,11,1,45,287,332,10,18,2,0,30,30,1,1,5,0,0,0,0,0,8,0,0,0,0,0,10,0,0,0,0,0
09/01/2019,619,253,0,-0.936881346,-0.349647455,2.2,0.2,26.35,12,"Ibis, Straw-Necked",148,0.244224422,0.444544494,0.376098663,0,198,198,12,1,0,148,148,11,19,2,0,50,50,1,2,5,0,0,0,0,0,8,0,0,0,0,0,10,0,0,0,0,0
10/01/2019,620,254,0,-0.942761143,-0.333468779,1.2,0,27.7,6,"Ibis, Straw-Necked",16,0.02640264,0.444834951,0.380519429,138,143,281,150,1,0,16,16,2,5,2,0,35,35,2,2,5,54,92,146,2,2,8,58,0,58,0,0,10,26,0,26,0,0
11/01/2019,621,255,0,-0.94836158,-0.317191289,2.2,1,25,4,"Ibis, Straw-Necked",43,0.070957096,0.445171204,0.384755875,10,68,78,4,1,7,36,43,3,6,2,0,32,32,1,1,5,0,0,0,0,1,8,0,0,0,0,0,10,3,0,3,0,0
12/01/2019,622,256,0,-0.953680997,-0.300819808,1.6,0,23,7,"Ibis, Straw-Necked",169,0.278877888,0.445556267,0.388802977,40,189,229,7,1,40,129,169,6,8,2,0,60,60,1,1,5,0,0,0,0,0,8,0,0,0,0,0,10,0,0,0,0,0
13/01/2019,623,257,0,-0.958717817,-0.284359187,1.2,0,26.45,13,"Ibis, Straw-Necked",215,0.354785479,0.445993322,0.392655941,36,320,356,76,1,35,180,215,9,19,2,1,75,76,2,2,5,0,65,65,2,2,8,0,0,0,0,0,10,0,0,0,0,0
14/01/2019,624,258,0,-0.963470549,-0.267814305,1,0,26.55,14,"Ibis, Straw-Necked",362,0.597359736,0.446485709,0.396310199,109,287,396,19,1,75,287,362,14,18,2,11,0,11,0,0,5,5,0,5,0,0,8,0,0,0,0,0,10,18,0,18,0,0
15/01/2019,625,259,0,-0.967937783,-0.251190064,1,0,26.65,7,"Ibis, Straw-Necked",214,0.353135314,0.447036888,0.399761421,58,194,252,39,1,20,194,214,7,11,2,3,0,3,0,0,5,32,0,32,0,0,8,3,0,3,0,0,10,0,0,0,0,0
16/01/2019,626,260,0,-0.972118197,-0.23449139,0,0,26,7,"Ibis, Straw-Necked",179,0.295379538,0.447650383,0.403005515,68,216,284,42,1,8,171,179,6,14,2,25,45,70,1,2,5,35,0,35,0,0,8,0,0,0,0,0,10,0,0,0,0,0
17/01/2019,627,261,0,-0.976010551,-0.21772323,0,0,28.35,9,"Ibis, Straw-Necked",151,0.249174917,0.448329681,0.406038638,75,180,255,54,1,65,86,151,6,12,2,0,48,48,2,2,5,0,46,46,1,1,8,0,0,0,0,0,10,10,0,10,0,0
18/01/2019,628,262,0,-0.979613692,-0.200890555,0,0,26.85,8,"Ibis, Straw-Necked",213,0.351485149,0.449078049,0.408857194,46,193,239,10,1,40,173,213,7,9,2,0,20,20,1,1,5,2,0,2,0,0,8,0,0,0,0,0,10,4,0,4,0,0
19/01/2019,629,263,0,-0.982926552,-0.183998352,0,0,27.3,10,"Ibis, Straw-Necked",217,0.358085809,0.449898217,0.411457843,50,175,225,10,1,50,167,217,9,13,2,0,8,8,1,1,5,0,0,0,0,0,8,0,0,0,0,0,10,0,0,0,0,0
20/01/2019,630,264,0,-0.98594815,-0.167051626,0,0,27.5,9,"Ibis, Straw-Necked",238,0.392739274,0.450791803,0.413837502,74,270,344,9,1,0,238,238,8,9,2,41,0,41,0,0,5,0,0,0,0,0,8,1,0,1,0,0,10,32,32,64,1,1
21/01/2019,631,265,0,-0.98867759,-0.150055398,0,0,26,17,"Ibis, Straw-Necked",397,0.655115512,0.45175828,0.415993351,130,380,510,19,1,60,337,397,15,20,2,22,8,30,1,1,5,2,0,2,0,0,8,0,0,0,0,0,10,46,35,81,1,1
22/01/2019,632,266,0,-0.991114064,-0.133014707,0,0,27.3,8,"Ibis, Straw-Necked",171,0.282178218,0.452793109,0.417922835,0,196,196,8,1,0,171,171,7,8,2,0,15,15,1,1,5,0,0,0,0,0,8,0,10,10,0,0,10,0,0,0,0,0
23/01/2019,633,267,0,-0.993256849,-0.1159346,0,0,28.5,4,"Ibis, Straw-Necked",81,0.133663366,0.453884351,0.419623667,33,77,110,6,1,4,77,81,4,6,2,0,0,0,0,0,5,2,0,2,0,0,8,12,0,12,0,0,10,15,0,15,0,0
24/01/2019,634,268,0,-0.995105311,-0.098820139,0,0,26,6,"Ibis, Straw-Necked",118,0.194719472,0.455006541,0.421093832,43,90,133,6,1,28,90,118,6,6,2,8,0,8,0,0,5,0,0,0,0,0,8,0,0,0,0,0,10,7,0,7,0,0
25/01/2019,635,269,0,-0.996658902,-0.081676395,0,0,29.2,5,"Ibis, Straw-Necked",103,0.169966997,0.456109601,0.422331587,70,103,173,44,1,20,83,103,4,6,2,15,0,15,0,0,5,20,20,40,1,1,8,0,0,0,0,0,10,15,0,15,0,0
26/01/2019,636,270,0,-0.997917161,-0.064508449,0.6,0.6,28.6,4,"Ibis, Straw-Necked",149,0.245874587,0.457098861,0.423335464,56,101,157,4,1,48,101,149,4,4,2,0,0,0,0,0,5,0,0,0,0,0,8,0,0,0,0,0,10,8,0,8,0,0
27/01/2019,637,271,0,-0.998879716,-0.047321388,0.6,0,28,5,"Ibis, Straw-Necked",70,0.115511551,0.457799341,0.424104274,21,55,76,5,1,15,55,70,5,11,2,0,0,0,0,1,5,0,0,0,0,0,8,0,0,0,0,0,10,6,0,6,0,0
28/01/2019,638,272,0,-0.999546281,-0.030120305,0.6,0,28.05,6,"Ibis, Straw-Necked",149,0.245874587,0.457892879,0.424637107,57,96,153,6,1,53,96,149,6,7,2,0,0,0,0,0,5,0,0,0,0,0,8,2,0,2,0,0,10,2,0,2,0,0
29/01/2019,639,273,0,-0.999916659,-0.012910296,0.6,0,27.75,9,"Ibis, Straw-Necked",82,0.135313531,0.456810617,0.42493333,27,113,140,17,1,0,82,82,7,13,2,13,12,25,1,1,5,3,6,9,1,1,8,8,13,21,0,0,10,3,0,3,0,0
30/01/2019,640,274,0,-0.99999074,0.004303538,0.6,0,27,6,"Ibis, Straw-Necked",59,0.097359736,0.453559418,0.424992592,23,55,78,12,1,4,55,59,6,9,2,13,0,13,0,0,5,6,0,6,0,0,8,0,0,0,0,0,10,0,0,0,0,0
31/01/2019,641,275,0,-0.999768502,0.021516097,0.8,0.8,28.2,4,"Ibis, Straw-Necked",43,0.070957096,0.446473548,0.424814823,28,29,57,7,1,14,29,43,4,7,2,0,0,0,0,0,5,3,0,3,0,0,8,5,0,5,0,0,10,6,0,6,0,0
01/02/2019,642,276,0,-0.999250011,0.038722281,0.8,0,25,0,"Ibis, Straw-Necked",0,0,0.432955233,0.424400234,28,0,28,0,1,0,0,0,0,0,2,3,0,3,0,1,5,0,0,0,0,0,8,20,0,20,0,0,10,5,0,5,0,0
02/02/2019,643,277,0,-0.998435421,0.05591699,2,1.2,27.55,0,"Ibis, Straw-Necked",17,0.028052805,0.409481665,0.423749316,21,0,21,2,1,17,0,17,0,6,2,2,0,2,0,1,5,2,0,2,0,0,8,0,0,0,0,0,10,0,0,0,0,0
03/02/2019,644,278,0,-0.997324973,0.07309513,5.2,3.2,26.45,3,"Ibis, Straw-Necked",83,0.136963696,0.372529367,0.422862841,30,53,83,3,1,30,53,83,3,8,2,0,0,0,0,1,5,0,0,0,0,0,8,0,0,0,0,0,10,0,0,0,0,0
04/02/2019,645,279,0,-0.995918996,0.09025161,19.2,14,26.2,3,"Ibis, Straw-Necked",20,0.0330033,0.321089324,0.421741859,3,17,20,3,1,3,17,20,3,8,2,0,0,0,0,0,5,0,0,0,0,0,8,0,0,0,0,0,10,0,0,0,0,0
05/02/2019,646,280,0,-0.994217907,0.107381347,23.4,5,27.2,5,"Ibis, Straw-Necked",39,0.064356436,0.259764244,0.420387699,14,32,46,8,1,7,32,39,5,10,2,0,0,0,0,0,5,3,0,3,0,0,8,0,0,0,0,0,10,4,0,4,0,0
06/02/2019,647,281,0,-0.992222209,0.124479264,51.4,28,25.9,2,"Ibis, Straw-Necked",30,0.04950495,0.198582075,0.418801965,0,30,30,2,1,0,30,30,2,7,2,0,0,0,0,0,5,0,0,0,0,0,8,0,0,0,0,0,10,0,0,0,0,0
07/02/2019,648,282,0,-0.989932495,0.141540295,56.4,6.2,26.15,4,"Ibis, Straw-Necked",39,0.064356436,0.147570168,0.416986538,35,29,64,4,1,10,29,39,4,15,2,0,0,0,0,0,5,0,0,0,0,0,8,0,0,0,0,1,10,25,0,25,0,0
08/02/2019,649,283,0,-0.987349442,0.158559385,56.2,3,26.6,2,"Ibis, Straw-Necked",22,0.03630363,0.111329441,0.414943569,16,18,34,14,1,4,18,22,2,12,2,0,0,0,0,1,5,12,0,12,0,0,8,0,0,0,0,0,10,0,0,0,0,0
09/02/2019,650,284,0,-0.984473817,0.17553149,42.2,0,27.45,0,"Ibis, Straw-Necked",0,0,0.0888479,0.412675478,0,0,0,0,1,0,0,0,0,3,2,0,0,0,0,0,5,0,0,0,0,0,8,0,0,0,0,0,10,0,0,0,0,0
10/02/2019,651,285,0,-0.98130647,0.192451582,37.2,0,27.65,0,"Ibis, Straw-Necked",0,0,0.076597904,0.410184955,32,0,32,0,1,0,0,0,0,2,2,0,0,0,0,0,5,0,0,0,0,0,8,30,0,30,0,0,10,2,0,2,0,0
11/02/2019,652,286,0,-0.977848342,0.209314646,9.2,0,27.55,0,"Ibis, Straw-Necked",0,0,0.07105131,0.407474952,0,0,0,0,1,0,0,0,0,2,2,0,0,0,0,0,5,0,0,0,0,0,8,0,0,0,0,0,10,0,0,0,0,0
12/02/2019,653,287,0,-0.974100455,0.226115686,3,0,29.4,1,"Ibis, Straw-Necked",6,0.00990099,0.069603843,0.404548679,2,6,8,3,1,0,6,6,1,7,2,0,0,0,0,0,5,2,0,2,0,0,8,0,0,0,0,0,10,0,0,0,0,0
13/02/2019,654,288,0,-0.970063922,0.242849722,0,0,29.05,0,"Ibis, Straw-Necked",2,0.00330033,0.070582123,0.401409605,2,0,2,0,1,2,0,2,0,0,2,0,0,0,0,0,5,0,0,0,0,0,8,0,0,0,0,0,10,0,0,0,0,0
14/02/2019,655,289,0,-0.965739938,0.259511797,0,0,25,0,"Ibis, Straw-Necked",7,0.011551155,0.072984235,0.398061451,7,0,7,0,1,7,0,7,0,1,2,0,0,0,0,0,5,0,0,0,0,0,8,0,0,0,0,0,10,0,0,0,0,1
15/02/2019,656,290,0,-0.961129784,0.276096973,0,0,27.2,1,"Ibis, Straw-Necked",20,0.0330033,0.076231436,0.394508185,8,20,28,5,1,0,20,20,1,2,2,0,0,0,0,0,5,4,0,4,0,0,8,0,0,0,0,0,10,4,0,4,0,0
16/02/2019,657,291,0,-0.956234827,0.292600336,0,0,23,1,"Ibis, Straw-Necked",15,0.024752475,0.079994595,0.390754017,21,8,29,1,1,7,8,15,1,6,2,0,0,0,0,0,5,0,0,0,0,0,8,0,0,0,0,0,10,14,0,14,0,0
17/02/2019,658,292,0,-0.951056516,0.309016994,0,0,26,2,"Ibis, Straw-Necked",4,0.00660066,0.084086714,0.386803399,9,19,28,2,1,0,4,4,1,9,2,0,15,15,1,2,5,0,0,0,0,0,8,0,0,0,0,0,10,9,0,9,0,0
18/02/2019,659,293,0,-0.945596387,0.325342085,0,0,26.5,1,"Ibis, Straw-Necked",11,0.018151815,0.088400084,0.382661011,6,5,11,1,1,6,5,11,1,4,2,0,0,0,0,0,5,0,0,0,0,0,8,0,0,0,0,0,10,0,0,0,0,0
19/02/2019,660,294,0,-0.939856058,0.341570769,0,0,27.05,1,"Ibis, Straw-Necked",6,0.00990099,0.092870609,0.378331764,2,6,8,1,1,0,6,6,1,2,2,0,0,0,0,0,5,0,0,0,0,0,8,0,0,0,0,0,10,2,0,2,0,0
20/02/2019,661,295,0,-0.933837229,0.357698239,0,0,23,0,"Ibis, Straw-Necked",0,0,0.097457871,0.373820788,0,0,0,0,1,0,0,0,0,2,2,0,0,0,0,1,5,0,0,0,0,0,8,0,0,0,0,0,10,0,0,0,0,0
21/02/2019,662,296,0,-0.927541684,0.373719715,0,0,25,0,"Ibis, Straw-Necked",0,0,0.102134097,0.36913343,10,0,10,0,1,0,0,0,0,2,2,0,0,0,0,0,5,0,0,0,0,0,8,0,0,0,0,0,10,10,0,10,0,0
22/02/2019,663,297,0,-0.920971288,0.38963045,0,0,24,1,"Ibis, Straw-Necked",26,0.04290429,0.106878079,0.364275245,4,25,29,2,1,1,25,26,1,5,2,0,0,0,0,0,5,1,0,1,0,0,8,0,0,0,0,0,10,2,0,2,0,0
23/02/2019,664,298,0,-0.914127988,0.405425728,0,0,26.7,1,"Ibis, Straw-Necked",12,0.01980198,0.111671858,0.359251992,39,8,47,1,1,4,8,12,1,3,2,0,0,0,0,0,5,0,0,0,0,1,8,25,0,25,0,0,10,10,0,10,0,0
24/02/2019,665,299,0,-0.907013813,0.421100871,0,0,21,0,"Ibis, Straw-Necked",2,0.00330033,0.116498916,0.354069623,37,0,37,0,1,2,0,2,0,4,2,0,0,0,0,0,5,0,0,0,0,0,8,35,0,35,0,0,10,0,0,0,0,0
25/02/2019,666,300,0,-0.89963087,0.436651232,0,0,24.6,5,"Ibis, Straw-Necked",51,0.084158416,0.121343222,0.348734281,0,72,72,5,1,0,51,51,4,11,2,0,21,21,1,1,5,0,0,0,0,0,8,0,0,0,0,0,10,0,0,0,0,0
26/02/2019,667,301,0,-0.891981346,0.452072204,1.2,1.2,23.25,4,"Ibis, Straw-Necked",16,0.02640264,0.126188732,0.343252289,4,16,20,8,1,0,16,16,4,13,2,0,0,0,0,0,5,4,0,4,0,0,8,0,0,0,0,0,10,0,0,0,0,0
27/02/2019,668,302,0,-0.88406751,0.467359217,1.4,0.2,24.2,3,"Ibis, Straw-Necked",19,0.031353135,0.131019155,0.337630145,0,23,23,3,1,0,19,19,2,12,2,0,4,4,1,4,5,0,0,0,0,0,8,0,0,0,0,0,10,0,0,0,0,0
28/02/2019,669,303,0,-0.875891705,0.482507742,1.6,0.2,23.5,5,"Ibis, Straw-Necked",128,0.211221122,0.135817866,0.331874512,0,128,128,5,1,0,128,128,5,9,2,0,0,0,0,0,5,0,0,0,0,0,8,0,0,0,0,0,10,0,0,0,0,0
01/03/2019,670,304,0,-0.867456355,0.497513289,1.6,0,25,3,"Ibis, Straw-Necked",61,0.100660066,0.140567896,0.325992211,15,46,61,3,1,15,46,61,3,11,2,0,0,0,0,3,5,0,0,0,0,0,8,0,0,0,0,0,10,0,0,0,0,0
02/03/2019,671,305,0,-0.858763958,0.512371412,3.8,2.2,24.15,2,"Ibis, Straw-Necked",66,0.108910891,0.145251978,0.319990214,68,30,98,2,1,36,30,66,2,12,2,0,0,0,0,3,5,0,0,0,0,0,8,25,0,25,0,0,10,7,0,7,0,0
03/03/2019,672,306,0,-0.849817092,0.527077709,3.6,1,20,2,"Ibis, Straw-Necked",44,0.072607261,0.149852614,0.313875636,26,43,69,2,1,1,43,44,2,10,2,0,0,0,0,0,5,0,0,0,0,0,8,22,0,22,0,0,10,3,0,3,0,0
