"Egret, Cattle",,,,,,,,,,,,,,,,,,1,1,,,,,1,2,,,,,0,5,,,,,0,8,,,,,0,10,,,,
Date,DayNumber,SolarDayNumber,Strike,DayofYearSin,DayofYearCos,Prev5DaysRain,Rain,Temperature,AirfieldHarassments,Species,ProximityCount,ProximityLikelihood,SolarDayProximityLikelihood,AllCount,AllHarassed,AllObserved,AllHarassments,1_Proximity,1_Count,1_Harassed,1_Observed,1_SpeciesHarassments,1_Harassments,2_Proximity,2_Count,2_Harassed,2_Observed,2_SpeciesHarassments,2_Harassments,5_Proximity,5_Count,5_Harassed,5_Observed,5_SpeciesHarassments,5_Harassments,8_Proximity,8_Count,8_Harassed,8_Observed,8_SpeciesHarassments,8_Harassments,10_Proximity,10_Count,10_Harassed,10_Observed,10_SpeciesHarassments,10_Harassments
28/04/2018,363,301,0,-0.891981346,0.452072204,0,0,22.4,0,"Egret, Cattle",0,3.012364922,2.001133485,0,0,0,0,1,0,0,0,0,3,2,0,0,0,0,1,5,0,0,0,0,0,8,0,0,0,0,0,10,0,0,0,0,0
29/04/2018,364,302,0,-0.88406751,0.467359217,0,0,22.1,0,"Egret, Cattle",0,3.01064292,2.000955543,0,0,0,0,1,0,0,0,0,14,2,0,0,0,0,2,5,0,0,0,0,0,8,0,0,0,0,0,10,0,0,0,0,0
30/04/2018,365,303,0,-0.875891705,0.482507742,0,0,21.1,0,"Egret, Cattle",0,3.009160693,2.000806783,9,0,9,0,1,0,0,0,0,5,2,0,0,0,0,2,5,0,0,0,0,0,8,0,0,0,0,0,10,9,0,9,0,0
01/05/2018,366,304,0,-0.867456355,0.497513289,0,0,22.5,0,"Egret, Cattle",0,3.007884865,2.00068227,0,0,0,0,1,0,0,0,0,2,2,0,0,0,0,0,5,0,0,0,0,0,8,0,0,0,0,0,10,0,0,0,0,2
02/05/2018,367,305,0,-0.858763958,0.512371412,0.4,0.4,22.75,0,"Egret, Cattle",0,3.006786702,2.000577924,1,0,1,1,1,0,0,0,0,3,2,0,0,0,0,2,5,1,0,1,0,0,8,0,0,0,0,0,10,0,0,0,0,0
03/05/2018,368,306,0,-0.849817092,0.527077709,0.4,0,22.95,0,"Egret, Cattle",0,3.005841469,2.000490368,0,0,0,0,1,0,0,0,0,10,2,0,0,0,0,2,5,0,0,0,0,0,8,0,0,0,0,0,10,0,0,0,0,0
04/05/2018,369,307,0,-0.840618406,0.541627821,0.4,0,24.2,0,"Egret, Cattle",0,3.005027873,2.000416803,0,0,0,0,1,0,0,0,0,3,2,0,0,0,0,0,5,0,0,0,0,1,8,0,0,0,0,0,10,0,0,0,0,0
05/05/2018,370,308,0,-0.831170626,0.556017437,0.4,0,24.35,0,"Egret, Cattle",0,3.004327585,2.00035491,0,0,0,0,1,0,0,0,0,3,2,0,0,0,0,0,5,0,0,0,0,0,8,0,0,0,0,0,10,0,0,0,0,0
06/05/2018,371,309,0,-0.821476553,0.570242293,0.4,0,22.45,0,"Egret, Cattle",0,3.003724828,2.000302765,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,5,0,0,0,0,0,8,0,0,0,0,0,10,0,0,0,0,0
07/05/2018,372,310,0,-0.811539059,0.584298174,0,0,21.6,1,"Egret, Cattle",4,3.00320602,2.000258769,2,2,4,1,1,2,2,4,1,5,2,0,0,0,0,1,5,0,0,0,0,2,8,0,0,0,0,0,10,0,0,0,0,0
08/05/2018,373,311,0,-0.801361088,0.598180914,17.2,17.2,20.25,0,"Egret, Cattle",0,3.002759469,2.000221594,10,0,10,0,1,0,0,0,0,13,2,0,0,0,0,5,5,0,0,0,0,0,8,0,0,0,0,0,10,10,0,10,0,0
09/05/2018,374,312,0,-0.790945657,0.611886401,23.2,6,23.9,0,"Egret, Cattle",0,3.002375114,2.000190136,9,0,9,0,1,0,0,0,0,0,2,0,0,0,0,0,5,0,0,0,0,0,8,0,0,0,0,0,10,9,0,9,0,0
10/05/2018,375,313,0,-0.780295851,0.625410573,23.2,0,23.55,0,"Egret, Cattle",0,3.002044292,2.000163475,0,0,0,0,1,0,0,0,0,3,2,0,0,0,0,0,5,0,0,0,0,0,8,0,0,0,0,0,10,0,0,0,0,0
11/05/2018,376,314,0,-0.769414827,0.638749422,23.2,0,20.7,0,"Egret, Cattle",0,3.001759547,2.000140843,0,0,0,0,1,0,0,0,0,2,2,0,0,0,0,0,5,0,0,0,0,1,8,0,0,0,0,0,10,0,0,0,0,3
12/05/2018,377,315,0,-0.758305808,0.651898996,23.2,0,19.3,0,"Egret, Cattle",0,3.001514463,2.000121601,0,0,0,0,1,0,0,0,0,4,2,0,0,0,0,1,5,0,0,0,0,0,8,0,0,0,0,0,10,0,0,0,0,0
13/05/2018,378,316,0,-0.746972088,0.664855398,6,0,21.15,0,"Egret, Cattle",0.5,3.001303515,2.000105215,1,0,1,0,1,0,0,0,0,8,2,1,0,1,0,1,5,0,0,0,0,0,8,0,0,0,0,1,10,0,0,0,0,0
14/05/2018,379,317,0,-0.735417023,0.677614789,0,0,21,0,"Egret, Cattle",0,3.00112195,2.000091238,0,0,0,0,1,0,0,0,0,8,2,0,0,0,0,0,5,0,0,0,0,1,8,0,0,0,0,0,10,0,0,0,0,0
15/05/2018,380,318,0,-0.723644038,0.690173388,0,0,21.6,0,"Egret, Cattle",0,3.000965674,2.000079295,0,0,0,0,1,0,0,0,0,6,2,0,0,0,0,0,5,0,0,0,0,1,8,0,0,0,0,0,10,0,0,0,0,0
16/05/2018,381,319,0,-0.711656622,0.702527474,0,0,20.4,0,"Egret, Cattle",0,3.000831165,2.000069073,0,0,0,0,1,0,0,0,0,19,2,0,0,0,0,2,5,0,0,0,0,2,8,0,0,0,0,0,10,0,0,0,0,0
17/05/2018,382,320,0,-0.699458327,0.714673386,0,0,20,0,"Egret, Cattle",0,3.000715392,2.000060309,0,0,0,0,1,0,0,0,0,16,2,0,0,0,0,4,5,0,0,0,0,0,8,0,0,0,0,0,10,0,0,0,0,0
18/05/2018,383,321,0,-0.687052767,0.726607525,0,0,21.15,0,"Egret, Cattle",0,3.000615745,2.000052781,0,0,0,0,1,0,0,0,0,13,2,0,0,0,0,1,5,0,0,0,0,0,8,0,0,0,0,1,10,0,0,0,0,0
19/05/2018,384,322,0,-0.674443619,0.738326354,0,0,20.65,0,"Egret, Cattle",0,3.000529977,2.000046305,0,0,0,0,1,0,0,0,0,7,2,0,0,0,0,2,5,0,0,0,0,0,8,0,0,0,0,0,10,0,0,0,0,0
20/05/2018,385,323,0,-0.661634618,0.749826401,0,0,20.9,0,"Egret, Cattle",0,3.000456156,2.000040722,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,1,5,0,0,0,0,0,8,0,0,0,0,0,10,0,0,0,0,0
21/05/2018,386,324,0,-0.648629561,0.761104259,0,0,21,0,"Egret, Cattle",0,3.000392618,2.000035902,0,0,0,0,1,0,0,0,0,5,2,0,0,0,0,0,5,0,0,0,0,0,8,0,0,0,0,0,10,0,0,0,0,0
22/05/2018,387,325,0,-0.635432301,0.772156584,0,0,21.9,0,"Egret, Cattle",0,3.00033793,2.000031732,0,0,0,0,1,0,0,0,0,4,2,0,0,0,0,0,5,0,0,0,0,0,8,0,0,0,0,0,10,0,0,0,0,0
23/05/2018,388,326,0,-0.622046748,0.782980104,0,0,20.75,0,"Egret, Cattle",0,3.000290859,2.000028118,0,0,0,0,1,0,0,0,0,8,2,0,0,0,0,0,5,0,0,0,0,0,8,0,0,0,0,0,10,0,0,0,0,0
24/05/2018,389,327,0,-0.60847687,0.793571609,0,0,20.8,0,"Egret, Cattle",0,3.000250345,2.00002498,1,0,1,0,1,0,0,0,0,6,2,0,0,0,0,1,5,0,0,0,0,1,8,1,0,1,0,0,10,0,0,0,0,0
25/05/2018,390,328,0,-0.594726687,0.803927962,0,0,20.8,1,"Egret, Cattle",1,3.000215474,2.000022251,0,2,2,1,1,0,0,0,0,15,2,0,2,2,1,4,5,0,0,0,0,0,8,0,0,0,0,0,10,0,0,0,0,0
26/05/2018,391,329,0,-0.580800273,0.814046094,0.2,0.2,18.2,0,"Egret, Cattle",0,3.00018546,2.000019873,0,0,0,0,1,0,0,0,0,11,2,0,0,0,0,1,5,0,0,0,0,0,8,0,0,0,0,0,10,0,0,0,0,0
27/05/2018,392,330,0,-0.566701756,0.823923006,1.4,1.2,20.15,0,"Egret, Cattle",1,3.000159627,2.000017797,1,0,1,0,1,1,0,1,0,12,2,0,0,0,0,3,5,0,0,0,0,0,8,0,0,0,0,0,10,0,0,0,0,0
28/05/2018,393,331,0,-0.552435313,0.833555772,4.6,3.2,18.9,0,"Egret, Cattle",0,3.000137392,2.000015981,0,0,0,0,1,0,0,0,0,8,2,0,0,0,0,0,5,0,0,0,0,0,8,0,0,0,0,1,10,0,0,0,0,0
29/05/2018,394,332,0,-0.538005172,0.842941537,11.2,6.6,19.4,0,"Egret, Cattle",0,3.000118255,2.00001439,0,0,0,0,1,0,0,0,0,5,2,0,0,0,0,0,5,0,0,0,0,1,8,0,0,0,0,0,10,0,0,0,0,3
30/05/2018,395,333,0,-0.523415607,0.852077521,11.2,0,20.55,0,"Egret, Cattle",5,3.000101783,2.000012994,5,0,5,0,1,5,0,5,0,16,2,0,0,0,0,0,5,0,0,0,0,0,8,0,0,0,0,0,10,0,0,0,0,0
31/05/2018,396,334,0,-0.508670944,0.860961016,11,0,18.3,0,"Egret, Cattle",0,3.000087605,2.000011767,0,0,0,0,1,0,0,0,0,15,2,0,0,0,0,2,5,0,0,0,0,3,8,0,0,0,0,0,10,0,0,0,0,0
01/06/2018,397,335,0,-0.49377555,0.869589389,9.8,0,19.05,0,"Egret, Cattle",0,3.000075403,2.000010685,0,0,0,0,1,0,0,0,0,23,2,0,0,0,0,2,5,0,0,0,0,1,8,0,0,0,0,0,10,0,0,0,0,0
02/06/2018,398,336,0,-0.47873384,0.877960085,6.6,0,19.05,0,"Egret, Cattle",0,3.0000649,2.000009731,0,0,0,0,1,0,0,0,0,15,2,0,0,0,0,7,5,0,0,0,0,4,8,0,0,0,0,0,10,0,0,0,0,0
03/06/2018,399,337,0,-0.463550271,0.886070622,0,0,21.6,1,"Egret, Cattle",0,3.00005586,2.000008888,4,4,8,1,1,0,0,0,0,18,2,0,0,0,0,0,5,0,0,0,0,1,8,0,0,0,0,0,10,4,4,8,1,3
04/06/2018,400,338,0,-0.448229342,0.893918597,0,0,20.2,0,"Egret, Cattle",0,3.000048079,2.000008142,0,0,0,0,1,0,0,0,0,13,2,0,0,0,0,2,5,0,0,0,0,2,8,0,0,0,0,0,10,0,0,0,0,0
05/06/2018,401,339,0,-0.432775593,0.901501684,0,0,19.35,0,"Egret, Cattle",0,3.000041382,2.000007481,0,0,0,0,1,0,0,0,0,10,2,0,0,0,0,1,5,0,0,0,0,0,8,0,0,0,0,0,10,0,0,0,0,0
06/06/2018,402,340,0,-0.417193603,0.908817637,0,0,18.65,0,"Egret, Cattle",0,3.000035618,2.000006894,0,0,0,0,1,0,0,0,0,7,2,0,0,0,0,3,5,0,0,0,0,0,8,0,0,0,0,0,10,0,0,0,0,0
07/06/2018,403,341,0,-0.401487989,0.915864288,11.6,11.6,17.25,0,"Egret, Cattle",0,3.000030656,2.000006372,0,0,0,0,1,0,0,0,0,6,2,0,0,0,0,1,5,0,0,0,0,0,8,0,0,0,0,0,10,0,0,0,0,0
08/06/2018,404,342,0,-0.385663406,0.922639549,19.8,8.2,19.35,0,"Egret, Cattle",0,3.000026386,2.000005908,8,0,8,2,1,0,0,0,0,16,2,0,0,0,0,0,5,2,0,2,0,0,8,0,0,0,0,0,10,6,0,6,0,0
09/06/2018,405,343,0,-0.369724543,0.929141411,21,1.2,20.45,0,"Egret, Cattle",2.5,3.000022711,2.000005494,23,0,23,6,1,0,0,0,0,6,2,5,0,5,0,1,5,6,0,6,0,0,8,0,0,0,0,0,10,12,0,12,0,0
10/06/2018,406,344,0,-0.353676122,0.935367949,21.4,0.4,20.45,0,"Egret, Cattle",0,3.000019547,2.000005125,15,0,15,0,1,0,0,0,0,17,2,0,0,0,0,0,5,0,0,0,0,1,8,0,0,0,0,0,10,15,0,15,0,0
11/06/2018,407,345,0,-0.3375229,0.941317318,21.4,0,19.75,0,"Egret, Cattle",0,3.000016825,2.000004795,0,0,0,0,1,0,0,0,0,9,2,0,0,0,0,2,5,0,0,0,0,0,8,0,0,0,0,0,10,0,0,0,0,0
12/06/2018,408,346,0,-0.321269662,0.946987753,9.8,0,17.85,2,"Egret, Cattle",1,3.000014481,2.000004501,10,5,15,2,1,0,1,1,1,17,2,0,0,0,0,3,5,0,0,0,0,3,8,4,4,8,1,1,10,6,0,6,0,0
13/06/2018,409,347,0,-0.304921225,0.952377576,1.6,0,19.7,0,"Egret, Cattle",0,3.000012464,2.000004238,0,0,0,0,1,0,0,0,0,18,2,0,0,0,0,3,5,0,0,0,0,1,8,0,0,0,0,1,10,0,0,0,0,0
14/06/2018,410,348,0,-0.288482433,0.957485188,0.4,0,22.05,0,"Egret, Cattle",0,3.000010728,2.000004003,0,0,0,0,1,0,0,0,0,7,2,0,0,0,0,1,5,0,0,0,0,0,8,0,0,0,0,0,10,0,0,0,0,0
15/06/2018,411,349,0,-0.271958158,0.962309077,0,0,19.7,0,"Egret, Cattle",0,3.000009234,2.000003793,0,0,0,0,1,0,0,0,0,8,2,0,0,0,0,2,5,0,0,0,0,0,8,0,0,0,0,0,10,0,0,0,0,2
16/06/2018,412,350,0,-0.255353295,0.966847814,0,0,18.9,0,"Egret, Cattle",0,3.000007947,2.000003605,0,0,0,0,1,0,0,0,0,6,2,0,0,0,0,0,5,0,0,0,0,0,8,0,0,0,0,0,10,0,0,0,0,0
17/06/2018,413,351,0,-0.238672766,0.971100052,0,0,18.1,0,"Egret, Cattle",0,3.00000684,2.000003438,0,0,0,0,1,0,0,0,0,11,2,0,0,0,0,2,5,0,0,0,0,1,8,0,0,0,0,0,10,0,0,0,0,0
18/06/2018,414,352,0,-0.221921513,0.975064532,0,0,15.65,0,"Egret, Cattle",0,3.000005888,2.000003289,0,0,0,0,1,0,0,0,0,17,2,0,0,0,0,5,5,0,0,0,0,0,8,0,0,0,0,0,10,0,0,0,0,0
19/06/2018,415,353,0,-0.2051045,0.97874008,0,0,17.05,0,"Egret, Cattle",0,3.000005067,2.000003157,3,0,3,0,1,0,0,0,0,12,2,0,0,0,0,2,5,0,0,0,0,2,8,0,0,0,0,0,10,3,0,3,0,0
20/06/2018,416,354,0,-0.18822671,0.982125606,0,0,18.35,0,"Egret, Cattle",0,3.000004362,2.00000304,0,0,0,0,1,0,0,0,0,5,2,0,0,0,0,2,5,0,0,0,0,0,8,0,0,0,0,0,10,0,0,0,0,0
21/06/2018,417,355,0,-0.171293144,0.985220107,0,0,18.4,0,"Egret, Cattle",0,3.000003754,2.000002936,1,0,1,0,1,0,0,0,0,24,2,0,0,0,0,7,5,0,0,0,0,2,8,0,0,0,0,0,10,1,0,1,0,1
22/06/2018,418,356,0,-0.154308821,0.988022666,0,0,18.6,0,"Egret, Cattle",0,3.000003231,2.000002846,0,0,0,0,1,0,0,0,0,20,2,0,0,0,0,2,5,0,0,0,0,2,8,0,0,0,0,0,10,0,0,0,0,2
23/06/2018,419,357,0,-0.137278772,0.990532452,0,0,17.9,0,"Egret, Cattle",0.5,3.000002781,2.000002767,1,0,1,0,1,0,0,0,0,12,2,1,0,1,0,1,5,0,0,0,0,0,8,0,0,0,0,0,10,0,0,0,0,1
24/06/2018,420,358,0,-0.120208045,0.992748722,0,0,18.25,0,"Egret, Cattle",0,3.000002394,2.000002699,2,0,2,0,1,0,0,0,0,11,2,0,0,0,0,1,5,0,0,0,0,0,8,0,0,0,0,0,10,2,0,2,0,0
25/06/2018,421,359,0,-0.103101697,0.99467082,0,0,16.85,0,"Egret, Cattle",0,3.00000206,2.000002642,8,0,8,0,1,0,0,0,0,5,2,0,0,0,0,2,5,0,0,0,0,0,8,0,0,0,0,0,10,8,0,8,0,0
26/06/2018,422,360,0,-0.085964799,0.996298175,0,0,18.1,0,"Egret, Cattle",0,3.000001773,2.000002594,10,0,10,1,1,0,0,0,0,8,2,0,0,0,0,0,5,1,0,1,0,0,8,0,0,0,0,0,10,9,0,9,0,0
27/06/2018,423,361,0,-0.068802427,0.997630305,1,1,15.8,0,"Egret, Cattle",0,3.000001526,2.000002556,4,0,4,0,1,0,0,0,0,15,2,0,0,0,0,2,5,0,0,0,0,0,8,0,0,0,0,0,10,4,0,4,0,0
28/06/2018,424,362,0,-0.051619667,0.998666816,10,9,18.35,0,"Egret, Cattle",0,3.000001314,2.000002527,21,0,21,0,1,0,0,0,0,7,2,0,0,0,0,0,5,0,0,0,0,2,8,0,0,0,0,0,10,21,0,21,0,0
29/06/2018,425,363,0,-0.034421612,0.999407401,10.2,0.2,18.45,0,"Egret, Cattle",0,3.000001131,2.000002506,0,0,0,0,1,0,0,0,0,7,2,0,0,0,0,1,5,0,0,0,0,0,8,0,0,0,0,0,10,0,0,0,0,0
30/06/2018,426,364,0,-0.017213356,0.999851839,10.4,0.2,19.55,0,"Egret, Cattle",0,3.000000973,2.000002493,5,0,5,0,1,0,0,0,0,7,2,0,0,0,0,0,5,0,0,0,0,0,8,0,0,0,0,0,10,5,0,5,0,0
01/07/2018,427,0,0,0,1,10.4,0,16,0,"Egret, Cattle",0,3.000000396,2.000002489,20,0,20,0,1,0,0,0,0,14,2,0,0,0,0,5,5,0,0,0,0,0,8,0,0,0,0,0,10,20,0,20,0,0
02/07/2018,428,1,0,0.017213356,0.999851839,9.4,0,15,0,"Egret, Cattle",0,3.00000046,2.000002493,25,0,25,0,1,0,0,0,0,9,2,0,0,0,0,1,5,0,0,0,0,0,8,0,0,0,0,0,10,25,0,25,0,0
03/07/2018,429,2,0,0.034421612,0.999407401,0.4,0,13,0,"Egret, Cattle",2,3.000000534,2.000002506,28,0,28,3,1,0,0,0,0,9,2,4,0,4,0,0,5,3,0,3,0,1,8,3,0,3,0,1,10,18,0,18,0,0
04/07/2018,430,3,0,0.051619667,0.998666816,1.2,1,15,0,"Egret, Cattle",0,3.000000621,2.000002527,0,0,0,0,1,0,0,0,0,10,2,0,0,0,0,2,5,0,0,0,0,0,8,0,0,0,0,0,10,0,0,0,0,2
05/07/2018,431,4,0,0.068802427,0.997630305,3,2,17,0,"Egret, Cattle",3,3.000000721,2.000002556,8,0,8,1,1,0,0,0,0,13,2,6,0,6,0,0,5,1,0,1,0,0,8,0,0,0,0,0,10,1,0,1,0,0
06/07/2018,432,5,0,0.085964799,0.996298175,11.2,8.2,17.6,0,"Egret, Cattle",0,3.000000838,2.000002594,0,0,0,0,1,0,0,0,0,31,2,0,0,0,0,2,5,0,0,0,0,0,8,0,0,0,0,0,10,0,0,0,0,0
07/07/2018,433,6,0,0.103101697,0.99467082,14.2,3,18,0,"Egret, Cattle",0,3.000000973,2.000002642,1,0,1,0,1,0,0,0,0,4,2,0,0,0,0,2,5,0,0,0,0,0,8,0,0,0,0,0,10,1,0,1,0,0
08/07/2018,434,7,0,0.120208045,0.992748722,17.2,3,9,0,"Egret, Cattle",2,3.000001131,2.000002699,4,0,4,0,1,0,0,0,0,1,2,4,0,4,0,0,5,0,0,0,0,0,8,0,0,0,0,0,10,0,0,0,0,0
09/07/2018,435,8,0,0.137278772,0.990532452,16.2,0,8,0,"Egret, Cattle",0,3.000001314,2.000002767,1,0,1,0,1,0,0,0,0,9,2,0,0,0,0,1,5,0,0,0,0,0,8,0,0,0,0,0,10,1,0,1,0,1
10/07/2018,436,9,0,0.154308821,0.988022666,14.2,0,10,0,"Egret, Cattle",5.5,3.000001526,2.000002846,11,0,11,0,1,0,0,0,0,17,2,11,0,11,0,0,5,0,0,0,0,1,8,0,0,0,0,0,10,0,0,0,0,4
11/07/2018,437,10,0,0.171293144,0.985220107,6,0,10.7,0,"Egret, Cattle",0.5,3.000001773,2.000002936,2,0,2,1,1,0,0,0,0,7,2,1,0,1,0,0,5,1,0,1,0,0,8,0,0,0,0,0,10,0,0,0,0,0
12/07/2018,438,11,0,0.18822671,0.982125606,4,1,13.9,0,"Egret, Cattle",0,3.00000206,2.00000304,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,1,5,0,0,0,0,0,8,0,0,0,0,0,10,0,0,0,0,0
13/07/2018,439,12,0,0.2051045,0.97874008,1,0,11,0,"Egret, Cattle",0,3.000002394,2.000003157,0,0,0,0,1,0,0,0,0,2,2,0,0,0,0,1,5,0,0,0,0,0,8,0,0,0,0,0,10,0,0,0,0,0
14/07/2018,440,13,0,0.221921513,0.975064532,1,0,8,0,"Egret, Cattle",0,3.000002781,2.000003289,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,5,0,0,0,0,1,8,0,0,0,0,0,10,0,0,0,0,0
15/07/2018,441,14,0,0.238672766,0.971100052,1,0,10.5,0,"Egret, Cattle",0.5,3.000003231,2.000003438,1,0,1,0,1,0,0,0,0,7,2,1,0,1,0,1,5,0,0,0,0,0,8,0,0,0,0,0,10,0,0,0,0,0
16/07/2018,442,15,0,0.255353295,0.966847814,1,0,7.3,0,"Egret, Cattle",0,3.000003754,2.000003605,4,0,4,0,1,0,0,0,0,6,2,0,0,0,0,2,5,0,0,0,0,1,8,0,0,0,0,0,10,4,0,4,0,0
17/07/2018,443,16,0,0.271958158,0.962309077,0,0,7,0,"Egret, Cattle",0,3.000004362,2.000003793,0,0,0,0,1,0,0,0,0,6,2,0,0,0,0,0,5,0,0,0,0,1,8,0,0,0,0,1,10,0,0,0,0,0
18/07/2018,444,17,0,0.288482433,0.957485188,0,0,11.7,0,"Egret, Cattle",0,3.000005067,2.000004003,0,0,0,0,1,0,0,0,0,14,2,0,0,0,0,3,5,0,0,0,0,1,8,0,0,0,0,0,10,0,0,0,0,0
19/07/2018,445,18,0,0.304921225,0.952377576,0,0,6.3,0,"Egret, Cattle",0,3.000005888,2.000004238,5,0,5,0,1,0,0,0,0,10,2,0,0,0,0,0,5,0,0,0,0,0,8,0,0,0,0,0,10,5,0,5,0,1
20/07/2018,446,19,0,0.321269662,0.946987753,0,0,9.8,0,"Egret, Cattle",0,3.00000684,2.000004501,0,0,0,0,1,0,0,0,0,7,2,0,0,0,0,1,5,0,0,0,0,0,8,0,0,0,0,0,10,0,0,0,0,0
21/07/2018,447,20,0,0.3375229,0.941317318,0,0,9.8,0,"Egret, Cattle",0,3.000007947,2.000004795,0,0,0,0,1,0,0,0,0,13,2,0,0,0,0,1,5,0,0,0,0,0,8,0,0,0,0,0,10,0,0,0,0,1
22/07/2018,448,21,0,0.353676122,0.935367949,0,0,7.8,0,"Egret, Cattle",0.5,3.000009234,2.000005125,3,0,3,2,1,0,0,0,0,9,2,1,0,1,0,0,5,2,0,2,0,0,8,0,0,0,0,0,10,0,0,0,0,0
23/07/2018,449,22,0,0.369724543,0.929141411,0,0,8.2,0,"Egret, Cattle",0,3.000010728,2.000005494,0,0,0,0,1,0,0,0,0,13,2,0,0,0,0,0,5,0,0,0,0,0,8,0,0,0,0,0,10,0,0,0,0,0
24/07/2018,450,23,0,0.385663406,0.922639549,0,0,11,0,"Egret, Cattle",0.5,3.000012464,2.000005908,1,0,1,0,1,0,0,0,0,15,2,1,0,1,0,0,5,0,0,0,0,0,8,0,0,0,0,0,10,0,0,0,0,0
25/07/2018,451,24,0,0.401487989,0.915864288,0,0,10.3,0,"Egret, Cattle",0,3.000014481,2.000006372,0,0,0,0,1,0,0,0,0,11,2,0,0,0,0,0,5,0,0,0,0,0,8,0,0,0,0,0,10,0,0,0,0,0
26/07/2018,452,25,0,0.417193603,0.908817637,0,0,16,0,"Egret, Cattle",0,3.000016825,2.000006894,0,0,0,0,1,0,0,0,0,8,2,0,0,0,0,2,5,0,0,0,0,0,8,0,0,0,0,0,10,0,0,0,0,0
27/07/2018,453,26,0,0.432775593,0.901501684,1,1,14,1,"Egret, Cattle",0.5,3.000019547,2.000007481,0,1,1,1,1,0,0,0,0,17,2,0,1,1,1,3,5,0,0,0,0,1,8,0,0,0,0,0,10,0,0,0,0,0
28/07/2018,454,27,0,0.448229342,0.893918597,1,0,21,0,"Egret, Cattle",0,3.000022711,2.000008142,0,0,0,0,1,0,0,0,0,6,2,0,0,0,0,1,5,0,0,0,0,2,8,0,0,0,0,0,10,0,0,0,0,0
29/07/2018,455,28,0,0.463550271,0.886070622,1,0,16,0,"Egret, Cattle",0,3.000026386,2.000008888,0,0,0,0,1,0,0,0,0,5,2,0,0,0,0,1,5,0,0,0,0,0,8,0,0,0,0,1,10,0,0,0,0,0
30/07/2018,456,29,0,0.47873384,0.877960085,4,3,13,0,"Egret, Cattle",0,3.000030656,2.000009731,0,0,0,0,1,0,0,0,0,6,2,0,0,0,0,1,5,0,0,0,0,1,8,0,0,0,0,0,10,0,0,0,0,0
31/07/2018,457,30,0,0.49377555,0.869589389,4,0,8.4,0,"Egret, Cattle",0,3.000035618,2.000010685,0,0,0,0,1,0,0,0,0,4,2,0,0,0,0,1,5,0,0,0,0,2,8,0,0,0,0,0,10,0,0,0,0,0
01/08/2018,458,31,0,0.508670944,0.860961016,3,0,7,0,"Egret, Cattle",0,3.000041382,2.000011767,0,0,0,0,1,0,0,0,0,3,2,0,0,0,0,1,5,0,0,0,0,0,8,0,0,0,0,0,10,0,0,0,0,0
02/08/2018,459,32,0,0.523415607,0.852077521,3,0,10,0,"Egret, Cattle",0,3.000048079,2.000012994,0,0,0,0,1,0,0,0,0,12,2,0,0,0,0,0,5,0,0,0,0,0,8,0,0,0,0,0,10,0,0,0,0,0
03/08/2018,460,33,0,0.538005172,0.842941537,3,0,11,0,"Egret, Cattle",0,3.00005586,2.00001439,0,0,0,0,1,0,0,0,0,6,2,0,0,0,0,3,5,0,0,0,0,0,8,0,0,0,0,0,10,0,0,0,0,0
04/08/2018,461,34,0,0.552435313,0.833555772,0,0,14,0,"Egret, Cattle",0,3.0000649,2.000015981,0,0,0,0,1,0,0,0,0,8,2,0,0,0,0,1,5,0,0,0,0,1,8,0,0,0,0,0,10,0,0,0,0,0
05/08/2018,462,35,0,0.566701756,0.823923006,0,0,10,0,"Egret, Cattle",0,3.000075403,2.000017797,0,0,0,0,1,0,0,0,0,15,2,0,0,0,0,0,5,0,0,0,0,1,8,0,0,0,0,1,10,0,0,0,0,0
06/08/2018,463,36,0,0.580800273,0.814046094,0,0,14,0,"Egret, Cattle",0,3.000087605,2.000019873,0,0,0,0,1,0,0,0,0,7,2,0,0,0,0,0,5,0,0,0,0,2,8,0,0,0,0,0,10,0,0,0,0,1
07/08/2018,464,37,0,0.594726687,0.803927962,0,0,16,0,"Egret, Cattle",0,3.000101783,2.000022251,0,0,0,0,1,0,0,0,0,4,2,0,0,0,0,2,5,0,0,0,0,0,8,0,0,0,0,0,10,0,0,0,0,0
08/08/2018,465,38,0,0.60847687,0.793571609,0.2,0.2,14.8,0,"Egret, Cattle",0,3.000118255,2.00002498,0,0,0,0,1,0,0,0,0,10,2,0,0,0,0,3,5,0,0,0,0,3,8,0,0,0,0,0,10,0,0,0,0,0
09/08/2018,466,39,0,0.622046748,0.782980104,0.2,0,15.15,0,"Egret, Cattle",0,3.000137392,2.000028118,0,0,0,0,1,0,0,0,0,15,2,0,0,0,0,1,5,0,0,0,0,4,8,0,0,0,0,0,10,0,0,0,0,0
10/08/2018,467,40,0,0.635432301,0.772156584,0.2,0,16.45,0,"Egret, Cattle",0,3.000159627,2.000031732,0,0,0,0,1,0,0,0,0,13,2,0,0,0,0,2,5,0,0,0,0,1,8,0,0,0,0,0,10,0,0,0,0,0
11/08/2018,468,41,0,0.648629561,0.761104259,0.2,0,17.95,0,"Egret, Cattle",0,3.00018546,2.000035902,0,0,0,0,1,0,0,0,0,14,2,0,0,0,0,1,5,0,0,0,0,3,8,0,0,0,0,0,10,0,0,0,0,0
