DATE,ZONE,MONTH,YEAR,RAIN1,TEMPERATURE1,SPECIES,COUNT,HARASS,Observed1,Season,Temperature,Rain,Observed,HuntingBehaviour,SeasonalBehaviour,Aircraftmovement,LocationRisk,PopulationPerZ,AllPopulation,Likelihood
3/05/2017,3,May,2017,0,22.8,"Kestrel, Nankeen",2,0,2,Autumn,Medium,Low,Medium,Perching,None,Low,Medium,Medium,Medium,Medium
3/05/2017,4,May,2017,0,22.8,"Kestrel, Nankeen",0,1,1,Autumn,Medium,Low,Medium,Perching,None,Low,Medium,Low,Medium,Medium
3/05/2017,7,May,2017,0,22.8,"Kestrel, Nankeen",0,0,0,Autumn,Medium,Low,Low,Perching,None,Low,Medium,Low,Medium,Low
3/05/2017,8,May,2017,0,22.8,"Kestrel, Nankeen",0,0,0,Autumn,Medium,Low,Low,Perching,None,Low,Medium,Low,Medium,Low
3/05/2017,9,May,2017,0,22.8,"Kestrel, Nankeen",0,0,0,Autumn,Medium,Low,Low,Perching,None,Low,Medium,Low,Medium,Low
3/05/2017,10,May,2017,0,22.8,"Kestrel, Nankeen",0,0,0,Autumn,Medium,Low,Low,Perching,None,Low,Medium,Low,Medium,Low
3/05/2017,11,May,2017,0,22.8,"Kestrel, Nankeen",0,0,0,Autumn,Medium,Low,Low,Perching,None,Low,Low,Low,Medium,Low
3/05/2017, 1A,May,2017,0,22.8,"Kestrel, Nankeen",0,1,1,Autumn,Medium,Low,Medium,Perching,None,High,High,High,Medium,Medium
3/05/2017, 1B,May,2017,0,22.8,"Kestrel, Nankeen",0,0,0,Autumn,Medium,Low,Low,Perching,None,High,High,High,Medium,Medium
3/05/2017, 6A,May,2017,0,22.8,"Kestrel, Nankeen",0,0,0,Autumn,Medium,Low,Low,Perching,None,Low,Medium,Low,Medium,Low
3/05/2017, 6B,May,2017,0,22.8,"Kestrel, Nankeen",4,0,4,Autumn,Medium,Low,High,Perching,None,Low,High,High,Medium,High
4/05/2017,3,May,2017,0,20.3,"Kestrel, Nankeen",0,0,0,Autumn,Low,Low,Low,Perching,None,Low,Medium,Medium,Medium,Low
4/05/2017,4,May,2017,0,20.3,"Kestrel, Nankeen",0,1,1,Autumn,Low,Low,Medium,Perching,None,Low,Medium,Medium,Medium,Medium
4/05/2017,7,May,2017,0,20.3,"Kestrel, Nankeen",1,0,1,Autumn,Low,Low,Medium,Perching,None,Low,Medium,Medium,Medium,Medium
4/05/2017,8,May,2017,0,20.3,"Kestrel, Nankeen",0,0,0,Autumn,Low,Low,Low,Perching,None,Low,Medium,Medium,Medium,Low
4/05/2017,9,May,2017,0,20.3,"Kestrel, Nankeen",0,0,0,Autumn,Low,Low,Low,Perching,None,Low,Medium,Medium,Medium,Low
4/05/2017,10,May,2017,0,20.3,"Kestrel, Nankeen",0,0,0,Autumn,Low,Low,Low,Perching,None,Low,Medium,Medium,Medium,Low
4/05/2017,11,May,2017,0,20.3,"Kestrel, Nankeen",0,0,0,Autumn,Low,Low,Low,Perching,None,Low,Low,Medium,Medium,Low
4/05/2017, 1A,May,2017,0,20.3,"Kestrel, Nankeen",0,0,0,Autumn,Low,Low,Low,Perching,None,High,High,High,Medium,Medium
4/05/2017, 1B,May,2017,0,20.3,"Kestrel, Nankeen",0,1,1,Autumn,Low,Low,Medium,Perching,None,High,High,High,Medium,Medium
4/05/2017, 6A,May,2017,0,20.3,"Kestrel, Nankeen",1,0,1,Autumn,Low,Low,Medium,Perching,None,Low,Medium,Medium,Medium,Medium
4/05/2017, 6B,May,2017,0,20.3,"Kestrel, Nankeen",1,0,1,Autumn,Low,Low,Medium,Perching,None,Low,High,High,Medium,Medium
5/05/2017,3,May,2017,0,19.95,"Kestrel, Nankeen",0,0,0,Autumn,Low,Low,Low,Perching,None,Low,Medium,Medium,Low,Low
5/05/2017,4,May,2017,0,19.95,"Kestrel, Nankeen",0,0,0,Autumn,Low,Low,Low,Perching,None,Low,Medium,Medium,Low,Low
5/05/2017,7,May,2017,0,19.95,"Kestrel, Nankeen",0,0,0,Autumn,Low,Low,Low,Perching,None,Low,Medium,Medium,Low,Low
5/05/2017,8,May,2017,0,19.95,"Kestrel, Nankeen",0,0,0,Autumn,Low,Low,Low,Perching,None,Low,Medium,Medium,Low,Low
5/05/2017,9,May,2017,0,19.95,"Kestrel, Nankeen",0,0,0,Autumn,Low,Low,Low,Perching,None,Low,Medium,Medium,Low,Low
5/05/2017,10,May,2017,0,19.95,"Kestrel, Nankeen",0,0,0,Autumn,Low,Low,Low,Perching,None,Low,Medium,Medium,Low,Low
5/05/2017,11,May,2017,0,19.95,"Kestrel, Nankeen",0,0,0,Autumn,Low,Low,Low,Perching,None,Low,Low,Medium,Low,Low
5/05/2017, 1A,May,2017,0,19.95,"Kestrel, Nankeen",0,1,1,Autumn,Low,Low,Medium,Perching,None,High,High,High,Low,Medium
5/05/2017, 1B,May,2017,0,19.95,"Kestrel, Nankeen",0,3,3,Autumn,Low,Low,Medium,Perching,None,High,High,High,Low,Medium
5/05/2017, 6A,May,2017,0,19.95,"Kestrel, Nankeen",0,0,0,Autumn,Low,Low,Low,Perching,None,Low,Medium,Medium,Low,Low
5/05/2017, 6B,May,2017,0,19.95,"Kestrel, Nankeen",0,0,0,Autumn,Low,Low,Low,Perching,None,Low,High,High,Low,Low
6/05/2017,3,May,2017,0.2,19.8,"Kestrel, Nankeen",0,0,0,Autumn,Low,Low,Low,Perching,None,Low,Medium,Medium,Medium,Low
6/05/2017,4,May,2017,0.2,19.8,"Kestrel, Nankeen",0,0,0,Autumn,Low,Low,Low,Perching,None,Low,Medium,Medium,Medium,Low
6/05/2017,7,May,2017,0.2,19.8,"Kestrel, Nankeen",0,0,0,Autumn,Low,Low,Low,Perching,None,Low,Medium,Medium,Medium,Low
6/05/2017,8,May,2017,0.2,19.8,"Kestrel, Nankeen",0,0,0,Autumn,Low,Low,Low,Perching,None,Low,Medium,Medium,Medium,Low
6/05/2017,9,May,2017,0.2,19.8,"Kestrel, Nankeen",0,0,0,Autumn,Low,Low,Low,Perching,None,Low,Medium,Medium,Medium,Low
6/05/2017,10,May,2017,0.2,19.8,"Kestrel, Nankeen",0,0,0,Autumn,Low,Low,Low,Perching,None,Low,Medium,Medium,Medium,Low
6/05/2017,11,May,2017,0.2,19.8,"Kestrel, Nankeen",0,0,0,Autumn,Low,Low,Low,Perching,None,Low,Low,Medium,Medium,Low
6/05/2017, 1A,May,2017,0.2,19.8,"Kestrel, Nankeen",0,0,0,Autumn,Low,Low,Low,Perching,None,High,High,High,Medium,Medium
6/05/2017, 1B,May,2017,0.2,19.8,"Kestrel, Nankeen",0,0,0,Autumn,Low,Low,Low,Perching,None,High,High,High,Medium,Medium
6/05/2017, 6A,May,2017,0.2,19.8,"Kestrel, Nankeen",0,0,0,Autumn,Low,Low,Low,Perching,None,Low,Medium,Medium,Medium,Low
6/05/2017, 6B,May,2017,0.2,19.8,"Kestrel, Nankeen",0,0,0,Autumn,Low,Low,Low,Perching,None,Low,High,High,Medium,Medium
7/05/2017,3,May,2017,0,21.4,"Kestrel, Nankeen",0,0,0,Autumn,Medium,Low,Low,Perching,None,Low,Medium,Medium,Medium,Low
7/05/2017,4,May,2017,0,21.4,"Kestrel, Nankeen",0,0,0,Autumn,Medium,Low,Low,Perching,None,Low,Medium,Medium,Medium,Low
7/05/2017,7,May,2017,0,21.4,"Kestrel, Nankeen",0,0,0,Autumn,Medium,Low,Low,Perching,None,Low,Medium,Medium,Medium,Low
7/05/2017,8,May,2017,0,21.4,"Kestrel, Nankeen",0,0,0,Autumn,Medium,Low,Low,Perching,None,Low,Medium,Medium,Medium,Low
7/05/2017,9,May,2017,0,21.4,"Kestrel, Nankeen",0,0,0,Autumn,Medium,Low,Low,Perching,None,Low,Medium,Medium,Medium,Low
7/05/2017,10,May,2017,0,21.4,"Kestrel, Nankeen",0,0,0,Autumn,Medium,Low,Low,Perching,None,Low,Medium,Medium,Medium,Low
7/05/2017,11,May,2017,0,21.4,"Kestrel, Nankeen",0,0,0,Autumn,Medium,Low,Low,Perching,None,Low,Low,Medium,Medium,Low
7/05/2017, 1A,May,2017,0,21.4,"Kestrel, Nankeen",0,0,0,Autumn,Medium,Low,Low,Perching,None,High,High,High,Medium,Medium
7/05/2017, 1B,May,2017,0,21.4,"Kestrel, Nankeen",0,1,1,Autumn,Medium,Low,Medium,Perching,None,High,High,High,Medium,Medium
7/05/2017, 6A,May,2017,0,21.4,"Kestrel, Nankeen",0,0,0,Autumn,Medium,Low,Low,Perching,None,Low,Medium,Medium,Medium,Low
7/05/2017, 6B,May,2017,0,21.4,"Kestrel, Nankeen",0,0,0,Autumn,Medium,Low,Low,Perching,None,Low,High,High,Medium,Medium
8/05/2017,3,May,2017,0.2,18.4,"Kestrel, Nankeen",0,0,0,Autumn,Low,Low,Low,Perching,None,Low,Medium,Medium,Medium,Low
8/05/2017,4,May,2017,0.2,18.4,"Kestrel, Nankeen",0,0,0,Autumn,Low,Low,Low,Perching,None,Low,Medium,Medium,Medium,Low
8/05/2017,7,May,2017,0.2,18.4,"Kestrel, Nankeen",0,0,0,Autumn,Low,Low,Low,Perching,None,Low,Medium,Medium,Medium,Low
8/05/2017,8,May,2017,0.2,18.4,"Kestrel, Nankeen",0,0,0,Autumn,Low,Low,Low,Perching,None,Low,Medium,Medium,Medium,Low
8/05/2017,9,May,2017,0.2,18.4,"Kestrel, Nankeen",0,0,0,Autumn,Low,Low,Low,Perching,None,Low,Medium,Medium,Medium,Low
8/05/2017,10,May,2017,0.2,18.4,"Kestrel, Nankeen",0,0,0,Autumn,Low,Low,Low,Perching,None,Low,Medium,Medium,Medium,Low
8/05/2017,11,May,2017,0.2,18.4,"Kestrel, Nankeen",0,0,0,Autumn,Low,Low,Low,Perching,None,Low,Low,Medium,Medium,Low
8/05/2017, 1A,May,2017,0.2,18.4,"Kestrel, Nankeen",0,0,0,Autumn,Low,Low,Low,Perching,None,High,High,High,Medium,Medium
8/05/2017, 1B,May,2017,0.2,18.4,"Kestrel, Nankeen",0,1,1,Autumn,Low,Low,Medium,Perching,None,High,High,High,Medium,Medium
8/05/2017, 6A,May,2017,0.2,18.4,"Kestrel, Nankeen",0,0,0,Autumn,Low,Low,Low,Perching,None,Low,Medium,Medium,Medium,Low
8/05/2017, 6B,May,2017,0.2,18.4,"Kestrel, Nankeen",0,0,0,Autumn,Low,Low,Low,Perching,None,Low,High,High,Medium,Medium
9/05/2017,3,May,2017,5.2,19.95,"Kestrel, Nankeen",0,0,0,Autumn,Low,Low,Low,Perching,None,Low,Medium,Medium,Low,Low
9/05/2017,4,May,2017,5.2,19.95,"Kestrel, Nankeen",0,0,0,Autumn,Low,Low,Low,Perching,None,Low,Medium,Medium,Low,Low
9/05/2017,7,May,2017,5.2,19.95,"Kestrel, Nankeen",0,0,0,Autumn,Low,Low,Low,Perching,None,Low,Medium,Medium,Low,Low
9/05/2017,8,May,2017,5.2,19.95,"Kestrel, Nankeen",0,0,0,Autumn,Low,Low,Low,Perching,None,Low,Medium,Medium,Low,Low
9/05/2017,9,May,2017,5.2,19.95,"Kestrel, Nankeen",0,0,0,Autumn,Low,Low,Low,Perching,None,Low,Medium,Medium,Low,Low
9/05/2017,10,May,2017,5.2,19.95,"Kestrel, Nankeen",0,0,0,Autumn,Low,Low,Low,Perching,None,Low,Medium,High,Low,Low
9/05/2017,11,May,2017,5.2,19.95,"Kestrel, Nankeen",0,0,0,Autumn,Low,Low,Low,Perching,None,Low,Low,Medium,Low,Low
9/05/2017, 1A,May,2017,5.2,19.95,"Kestrel, Nankeen",0,0,0,Autumn,Low,Low,Low,Perching,None,High,High,High,Low,Low
9/05/2017, 1B,May,2017,5.2,19.95,"Kestrel, Nankeen",0,3,3,Autumn,Low,Low,Medium,Perching,None,High,High,High,Low,Medium
9/05/2017, 6A,May,2017,5.2,19.95,"Kestrel, Nankeen",1,0,1,Autumn,Low,Low,Medium,Perching,None,Low,Medium,Medium,Low,Medium
9/05/2017, 6B,May,2017,5.2,19.95,"Kestrel, Nankeen",0,0,0,Autumn,Low,Low,Low,Perching,None,Low,High,High,Low,Low
10/05/2017,3,May,2017,1.8,17.85,"Kestrel, Nankeen",0,0,0,Autumn,Low,Low,Low,Perching,None,Low,Medium,Medium,Medium,Low
10/05/2017,4,May,2017,1.8,17.85,"Kestrel, Nankeen",0,0,0,Autumn,Low,Low,Low,Perching,None,Low,Medium,Low,Medium,Low
10/05/2017,7,May,2017,1.8,17.85,"Kestrel, Nankeen",0,0,0,Autumn,Low,Low,Low,Perching,None,Low,Medium,Medium,Medium,Low
10/05/2017,8,May,2017,1.8,17.85,"Kestrel, Nankeen",0,0,0,Autumn,Low,Low,Low,Perching,None,Low,Medium,Medium,Medium,Low
10/05/2017,9,May,2017,1.8,17.85,"Kestrel, Nankeen",0,0,0,Autumn,Low,Low,Low,Perching,None,Low,Medium,Medium,Medium,Low
10/05/2017,10,May,2017,1.8,17.85,"Kestrel, Nankeen",0,0,0,Autumn,Low,Low,Low,Perching,None,Low,Medium,Medium,Medium,Low
10/05/2017,11,May,2017,1.8,17.85,"Kestrel, Nankeen",0,0,0,Autumn,Low,Low,Low,Perching,None,Low,Low,Medium,Medium,Low
10/05/2017, 1A,May,2017,1.8,17.85,"Kestrel, Nankeen",0,0,0,Autumn,Low,Low,Low,Perching,None,High,High,Low,Medium,Low
10/05/2017, 1B,May,2017,1.8,17.85,"Kestrel, Nankeen",0,0,0,Autumn,Low,Low,Low,Perching,None,High,High,High,Medium,Medium
10/05/2017, 6A,May,2017,1.8,17.85,"Kestrel, Nankeen",2,0,2,Autumn,Low,Low,Medium,Perching,None,Low,Medium,Low,Medium,Medium
10/05/2017, 6B,May,2017,1.8,17.85,"Kestrel, Nankeen",1,0,1,Autumn,Low,Low,Medium,Perching,None,Low,High,High,Medium,Medium
11/05/2017,3,May,2017,2.6,19.5,"Kestrel, Nankeen",0,0,0,Autumn,Low,Low,Low,Perching,None,Low,Medium,Medium,Medium,Low
11/05/2017,4,May,2017,2.6,19.5,"Kestrel, Nankeen",0,0,0,Autumn,Low,Low,Low,Perching,None,Low,Medium,Medium,Medium,Low
11/05/2017,7,May,2017,2.6,19.5,"Kestrel, Nankeen",0,0,0,Autumn,Low,Low,Low,Perching,None,Low,Medium,Medium,Medium,Low
11/05/2017,8,May,2017,2.6,19.5,"Kestrel, Nankeen",0,0,0,Autumn,Low,Low,Low,Perching,None,Low,Medium,Medium,Medium,Low
11/05/2017,9,May,2017,2.6,19.5,"Kestrel, Nankeen",0,0,0,Autumn,Low,Low,Low,Perching,None,Low,Medium,Medium,Medium,Low
11/05/2017,10,May,2017,2.6,19.5,"Kestrel, Nankeen",0,0,0,Autumn,Low,Low,Low,Perching,None,Low,Medium,Medium,Medium,Low
11/05/2017,11,May,2017,2.6,19.5,"Kestrel, Nankeen",0,0,0,Autumn,Low,Low,Low,Perching,None,Low,Low,Medium,Medium,Low
11/05/2017, 1A,May,2017,2.6,19.5,"Kestrel, Nankeen",0,2,2,Autumn,Low,Low,Medium,Perching,None,High,High,High,Medium,Medium
11/05/2017, 1B,May,2017,2.6,19.5,"Kestrel, Nankeen",0,1,1,Autumn,Low,Low,Medium,Perching,None,High,High,High,Medium,Medium
11/05/2017, 6A,May,2017,2.6,19.5,"Kestrel, Nankeen",0,0,0,Autumn,Low,Low,Low,Perching,None,Low,Medium,Medium,Medium,Low
11/05/2017, 6B,May,2017,2.6,19.5,"Kestrel, Nankeen",0,0,0,Autumn,Low,Low,Low,Perching,None,Low,High,High,Medium,Medium
12/05/2017,3,May,2017,0,19.25,"Kestrel, Nankeen",0,0,0,Autumn,Low,Low,Low,Perching,None,Low,Medium,Medium,Low,Low
12/05/2017,4,May,2017,0,19.25,"Kestrel, Nankeen",0,0,0,Autumn,Low,Low,Low,Perching,None,Low,Medium,Low,Low,Low
12/05/2017,7,May,2017,0,19.25,"Kestrel, Nankeen",0,0,0,Autumn,Low,Low,Low,Perching,None,Low,Medium,Low,Low,Low
12/05/2017,8,May,2017,0,19.25,"Kestrel, Nankeen",0,0,0,Autumn,Low,Low,Low,Perching,None,Low,Medium,Low,Low,Low
12/05/2017,9,May,2017,0,19.25,"Kestrel, Nankeen",0,0,0,Autumn,Low,Low,Low,Perching,None,Low,Medium,Medium,Low,Low
12/05/2017,10,May,2017,0,19.25,"Kestrel, Nankeen",0,0,0,Autumn,Low,Low,Low,Perching,None,Low,Medium,Low,Low,Low
12/05/2017,11,May,2017,0,19.25,"Kestrel, Nankeen",0,0,0,Autumn,Low,Low,Low,Perching,None,Low,Low,Low,Low,Low
12/05/2017, 1A,May,2017,0,19.25,"Kestrel, Nankeen",0,1,1,Autumn,Low,Low,Medium,Perching,None,High,High,High,Low,Medium
12/05/2017, 1B,May,2017,0,19.25,"Kestrel, Nankeen",0,1,1,Autumn,Low,Low,Medium,Perching,None,High,High,High,Low,Medium
12/05/2017, 6A,May,2017,0,19.25,"Kestrel, Nankeen",0,0,0,Autumn,Low,Low,Low,Perching,None,Low,Medium,Low,Low,Low
12/05/2017, 6B,May,2017,0,19.25,"Kestrel, Nankeen",0,0,0,Autumn,Low,Low,Low,Perching,None,Low,High,High,Low,Low
13/05/2017,3,May,2017,0,19.8,"Kestrel, Nankeen",0,0,0,Autumn,Low,Low,Low,Perching,None,Low,Medium,Medium,Medium,Low
13/05/2017,4,May,2017,0,19.8,"Kestrel, Nankeen",1,0,1,Autumn,Low,Low,Medium,Perching,None,Low,Medium,Medium,Medium,Medium
13/05/2017,7,May,2017,0,19.8,"Kestrel, Nankeen",0,0,0,Autumn,Low,Low,Low,Perching,None,Low,Medium,Low,Medium,Low
13/05/2017,8,May,2017,0,19.8,"Kestrel, Nankeen",0,0,0,Autumn,Low,Low,Low,Perching,None,Low,Medium,Low,Medium,Low
13/05/2017,9,May,2017,0,19.8,"Kestrel, Nankeen",0,0,0,Autumn,Low,Low,Low,Perching,None,Low,Medium,High,Medium,Medium
13/05/2017,10,May,2017,0,19.8,"Kestrel, Nankeen",0,0,0,Autumn,Low,Low,Low,Perching,None,Low,Medium,Medium,Medium,Low
13/05/2017,11,May,2017,0,19.8,"Kestrel, Nankeen",0,0,0,Autumn,Low,Low,Low,Perching,None,Low,Low,Medium,Medium,Low
13/05/2017, 1A,May,2017,0,19.8,"Kestrel, Nankeen",0,2,2,Autumn,Low,Low,Medium,Perching,None,High,High,High,Medium,Medium
13/05/2017, 1B,May,2017,0,19.8,"Kestrel, Nankeen",0,0,0,Autumn,Low,Low,Low,Perching,None,High,High,High,Medium,Medium
13/05/2017, 6A,May,2017,0,19.8,"Kestrel, Nankeen",0,0,0,Autumn,Low,Low,Low,Perching,None,Low,Medium,Medium,Medium,Low
13/05/2017, 6B,May,2017,0,19.8,"Kestrel, Nankeen",0,0,0,Autumn,Low,Low,Low,Perching,None,Low,High,High,Medium,Medium
14/05/2017,3,May,2017,2.2,19.5,"Kestrel, Nankeen",0,0,0,Autumn,Low,Low,Low,Perching,None,Low,Medium,Low,Low,Low
14/05/2017,4,May,2017,2.2,19.5,"Kestrel, Nankeen",0,0,0,Autumn,Low,Low,Low,Perching,None,Low,Medium,Medium,Low,Low
14/05/2017,7,May,2017,2.2,19.5,"Kestrel, Nankeen",0,0,0,Autumn,Low,Low,Low,Perching,None,Low,Medium,Low,Low,Low
14/05/2017,8,May,2017,2.2,19.5,"Kestrel, Nankeen",0,0,0,Autumn,Low,Low,Low,Perching,None,Low,Medium,Low,Low,Low
14/05/2017,9,May,2017,2.2,19.5,"Kestrel, Nankeen",0,0,0,Autumn,Low,Low,Low,Perching,None,Low,Medium,Medium,Low,Low
14/05/2017,10,May,2017,2.2,19.5,"Kestrel, Nankeen",0,0,0,Autumn,Low,Low,Low,Perching,None,Low,Medium,Medium,Low,Low
14/05/2017,11,May,2017,2.2,19.5,"Kestrel, Nankeen",0,0,0,Autumn,Low,Low,Low,Perching,None,Low,Low,Medium,Low,Low
14/05/2017, 1A,May,2017,2.2,19.5,"Kestrel, Nankeen",0,1,1,Autumn,Low,Low,Medium,Perching,None,High,High,High,Low,Medium
14/05/2017, 1B,May,2017,2.2,19.5,"Kestrel, Nankeen",1,0,1,Autumn,Low,Low,Medium,Perching,None,High,High,High,Low,Medium
14/05/2017, 6A,May,2017,2.2,19.5,"Kestrel, Nankeen",0,0,0,Autumn,Low,Low,Low,Perching,None,Low,Medium,Low,Low,Low
14/05/2017, 6B,May,2017,2.2,19.5,"Kestrel, Nankeen",0,0,0,Autumn,Low,Low,Low,Perching,None,Low,High,High,Low,Low
15/05/2017,3,May,2017,1,21.25,"Kestrel, Nankeen",1,0,1,Autumn,Medium,Low,Medium,Perching,None,Low,Medium,Medium,Medium,Medium
15/05/2017,4,May,2017,1,21.25,"Kestrel, Nankeen",0,0,0,Autumn,Medium,Low,Low,Perching,None,Low,Medium,Medium,Medium,Low
15/05/2017,7,May,2017,1,21.25,"Kestrel, Nankeen",0,0,0,Autumn,Medium,Low,Low,Perching,None,Low,Medium,Medium,Medium,Low
15/05/2017,8,May,2017,1,21.25,"Kestrel, Nankeen",0,0,0,Autumn,Medium,Low,Low,Perching,None,Low,Medium,Medium,Medium,Low
15/05/2017,9,May,2017,1,21.25,"Kestrel, Nankeen",0,0,0,Autumn,Medium,Low,Low,Perching,None,Low,Medium,Medium,Medium,Low
15/05/2017,10,May,2017,1,21.25,"Kestrel, Nankeen",0,0,0,Autumn,Medium,Low,Low,Perching,None,Low,Medium,Medium,Medium,Low
15/05/2017,11,May,2017,1,21.25,"Kestrel, Nankeen",0,0,0,Autumn,Medium,Low,Low,Perching,None,Low,Low,Medium,Medium,Low
15/05/2017, 1A,May,2017,1,21.25,"Kestrel, Nankeen",1,1,2,Autumn,Medium,Low,Medium,Perching,None,High,High,High,Medium,Medium
15/05/2017, 1B,May,2017,1,21.25,"Kestrel, Nankeen",0,0,0,Autumn,Medium,Low,Low,Perching,None,High,High,High,Medium,Medium
15/05/2017, 6A,May,2017,1,21.25,"Kestrel, Nankeen",2,0,2,Autumn,Medium,Low,Medium,Perching,None,Low,Medium,Medium,Medium,Medium
15/05/2017, 6B,May,2017,1,21.25,"Kestrel, Nankeen",1,1,2,Autumn,Medium,Low,Medium,Perching,None,Low,High,High,Medium,Medium
16/05/2017,3,May,2017,0,19.15,"Kestrel, Nankeen",0,1,1,Autumn,Low,Low,Medium,Perching,None,Low,Medium,High,Medium,Medium
16/05/2017,4,May,2017,0,19.15,"Kestrel, Nankeen",0,0,0,Autumn,Low,Low,Low,Perching,None,Low,Medium,Low,Medium,Low
16/05/2017,7,May,2017,0,19.15,"Kestrel, Nankeen",0,0,0,Autumn,Low,Low,Low,Perching,None,Low,Medium,Medium,Medium,Low
16/05/2017,8,May,2017,0,19.15,"Kestrel, Nankeen",0,0,0,Autumn,Low,Low,Low,Perching,None,Low,Medium,Medium,Medium,Low
16/05/2017,9,May,2017,0,19.15,"Kestrel, Nankeen",2,0,2,Autumn,Low,Low,Medium,Perching,None,Low,Medium,High,Medium,Medium
16/05/2017,10,May,2017,0,19.15,"Kestrel, Nankeen",0,0,0,Autumn,Low,Low,Low,Perching,None,Low,Medium,Medium,Medium,Low
16/05/2017,11,May,2017,0,19.15,"Kestrel, Nankeen",0,0,0,Autumn,Low,Low,Low,Perching,None,Low,Low,Medium,Medium,Low
16/05/2017, 1A,May,2017,0,19.15,"Kestrel, Nankeen",0,0,0,Autumn,Low,Low,Low,Perching,None,High,High,High,Medium,Medium
16/05/2017, 1B,May,2017,0,19.15,"Kestrel, Nankeen",0,0,0,Autumn,Low,Low,Low,Perching,None,High,High,High,Medium,Medium
16/05/2017, 6A,May,2017,0,19.15,"Kestrel, Nankeen",0,0,0,Autumn,Low,Low,Low,Perching,None,Low,Medium,Medium,Medium,Low
16/05/2017, 6B,May,2017,0,19.15,"Kestrel, Nankeen",0,0,0,Autumn,Low,Low,Low,Perching,None,Low,High,High,Medium,Medium
17/05/2017,3,May,2017,0,18.9,"Kestrel, Nankeen",0,0,0,Autumn,Low,Low,Low,Perching,None,Low,Medium,Medium,Low,Low
17/05/2017,4,May,2017,0,18.9,"Kestrel, Nankeen",0,0,0,Autumn,Low,Low,Low,Perching,None,Low,Medium,Medium,Low,Low
17/05/2017,7,May,2017,0,18.9,"Kestrel, Nankeen",0,0,0,Autumn,Low,Low,Low,Perching,None,Low,Medium,Medium,Low,Low
17/05/2017,8,May,2017,0,18.9,"Kestrel, Nankeen",0,0,0,Autumn,Low,Low,Low,Perching,None,Low,Medium,Medium,Low,Low
17/05/2017,9,May,2017,0,18.9,"Kestrel, Nankeen",0,0,0,Autumn,Low,Low,Low,Perching,None,Low,Medium,Medium,Low,Low
17/05/2017,10,May,2017,0,18.9,"Kestrel, Nankeen",0,0,0,Autumn,Low,Low,Low,Perching,None,Low,Medium,Medium,Low,Low
17/05/2017,11,May,2017,0,18.9,"Kestrel, Nankeen",0,0,0,Autumn,Low,Low,Low,Perching,None,Low,Low,Medium,Low,Low
17/05/2017, 1A,May,2017,0,18.9,"Kestrel, Nankeen",2,0,2,Autumn,Low,Low,Medium,Perching,None,High,High,High,Low,Medium
17/05/2017, 1B,May,2017,0,18.9,"Kestrel, Nankeen",1,2,3,Autumn,Low,Low,Medium,Perching,None,High,High,High,Low,Medium
17/05/2017, 6A,May,2017,0,18.9,"Kestrel, Nankeen",2,0,2,Autumn,Low,Low,Medium,Perching,None,Low,Medium,Low,Low,Medium
17/05/2017, 6B,May,2017,0,18.9,"Kestrel, Nankeen",2,2,4,Autumn,Low,Low,High,Perching,None,Low,High,High,Low,High
18/05/2017,3,May,2017,0,19.7,"Kestrel, Nankeen",0,0,0,Autumn,Low,Low,Low,Perching,None,Low,Medium,Medium,Low,Low
18/05/2017,4,May,2017,0,19.7,"Kestrel, Nankeen",0,0,0,Autumn,Low,Low,Low,Perching,None,Low,Medium,Low,Low,Low
18/05/2017,7,May,2017,0,19.7,"Kestrel, Nankeen",0,0,0,Autumn,Low,Low,Low,Perching,None,Low,Medium,Low,Low,Low
18/05/2017,8,May,2017,0,19.7,"Kestrel, Nankeen",0,0,0,Autumn,Low,Low,Low,Perching,None,Low,Medium,Low,Low,Low
18/05/2017,9,May,2017,0,19.7,"Kestrel, Nankeen",0,0,0,Autumn,Low,Low,Low,Perching,None,Low,Medium,Medium,Low,Low
18/05/2017,10,May,2017,0,19.7,"Kestrel, Nankeen",0,0,0,Autumn,Low,Low,Low,Perching,None,Low,Medium,Low,Low,Low
18/05/2017,11,May,2017,0,19.7,"Kestrel, Nankeen",0,0,0,Autumn,Low,Low,Low,Perching,None,Low,Low,Medium,Low,Low
18/05/2017, 1A,May,2017,0,19.7,"Kestrel, Nankeen",1,5,6,Autumn,Low,Low,High,Perching,None,High,High,High,Low,High
18/05/2017, 1B,May,2017,0,19.7,"Kestrel, Nankeen",1,2,3,Autumn,Low,Low,Medium,Perching,None,High,High,High,Low,Medium
18/05/2017, 6A,May,2017,0,19.7,"Kestrel, Nankeen",1,0,1,Autumn,Low,Low,Medium,Perching,None,Low,Medium,Low,Low,Medium
18/05/2017, 6B,May,2017,0,19.7,"Kestrel, Nankeen",0,0,0,Autumn,Low,Low,Low,Perching,None,Low,High,High,Low,Low
19/05/2017,3,May,2017,18.8,18.95,"Kestrel, Nankeen",0,0,0,Autumn,Low,Medium,Low,Perching,None,Low,Medium,Medium,Medium,Low
19/05/2017,4,May,2017,18.8,18.95,"Kestrel, Nankeen",0,0,0,Autumn,Low,Medium,Low,Perching,None,Low,Medium,Low,Medium,Low
19/05/2017,7,May,2017,18.8,18.95,"Kestrel, Nankeen",0,0,0,Autumn,Low,Medium,Low,Perching,None,Low,Medium,Medium,Medium,Low
